id,purch_value,own_value,gift_value,total_value
H30610-04-01,3378001.0,,,3378001.0
H30701-04-01,35000.0,,,35000.0
H30701-04-03,496000.0,,,496000.0
H30701-04-04,591500.0,,,591500.0
H30702-04-01,997000.0,,,997000.0
H30702-04-02,110000.0,,,110000.0
H30702-04-03,95000.0,,,95000.0
H30703-04-01,839000.0,,,839000.0
H30703-04-02,227500.0,,,227500.0
H30704-04-01,127000.0,,10000.0,137000.0
H30706-04-01,699000.0,,,699000.0
H30706-04-03,323000.0,,,323000.0
H30706-04-04,405000.0,,,405000.0
H30707-04-01,1375000.0,,,1375000.0
H30708-04-01,195000.0,,,195000.0
H30709-04-01,3583504.0,,,3583504.0
H30710-04-01,1033000.0,,,1033000.0
H30802-04-01,116000.0,,,116000.0
H30803-04-01,2261000.0,,,2261000.0
H30805-04-02,699000.0,,,699000.0
H30806-04-01,75000.0,,,75000.0
H30806-04-02,1186000.0,,,1186000.0
H30807-04-01,29300.0,,,29300.0
H30809-04-01,116500.0,,,116500.0
H30810-04-01,312000.0,,,312000.0
H30811-04-01,275001.0,,,275001.0
H30901-04-01,313000.0,,,313000.0
H30901-04-02,201200.0,,,201200.0
H30903-04-01,1235500.0,,,1235500.0
H30904-04-01,1500.0,,,1500.0
H30905-04-01,500000.0,,420000.0,920000.0
H30905-04-02,289000.0,,,289000.0
H30906-04-01,282000.0,,47000.0,329000.0
H30906-04-02,222000.0,,,222000.0
H30907-04-01,280000.0,,,280000.0
H30908-04-01,363000.0,,,363000.0
H30909-04-01,1805300.0,,,1805300.0
H30910-04-01,2502400.0,,,2502400.0
H30910-04-02,371000.0,,,371000.0
H30911-04-01,1478600.0,,,1478600.0
H31001-04-01,336800.0,,,336800.0
H31003-04-01,415800.0,,,415800.0
H31004-04-01,626900.0,,,626900.0
H31004-04-02,262500.0,,,262500.0
H31005-04-02,2115006.0,,,2115006.0
H31006-04-01,4240000.0,,,4240000.0
H31007-04-01,180900.0,,,180900.0
H31008-04-01,96000.0,,,96000.0
H31010-04-01,141500.0,,,141500.0
H31101-04-01,135000.0,,,135000.0
H31101-04-02,5671000.0,,,5671000.0
H31101-04-03,80000.0,,,80000.0
H31102-04-01,83000.0,,,83000.0
H31103-04-01,159500.0,,,159500.0
H31105-04-01,433500.0,,,433500.0
H31107-04-01,34000.0,,,34000.0
H31108-04-01,205000.0,,,205000.0
H31109-04-01,55800.0,,,55800.0
H31109-04-02,1249401.0,,,1249401.0
H31109-04-03,362000.0,,,362000.0
H31110-04-01,153500.0,,,153500.0
H31701-04-01,133500.0,,,133500.0
H31702-04-01,285200.0,,,285200.0
H31703-04-01,2440000.0,,,2440000.0
H31703-04-02,4154000.0,,,4154000.0
H31703-04-03,675000.0,,,675000.0
H31704-04-01,126000.0,,275000.0,401000.0
H31706-04-01,431000.0,,,431000.0
H31706-04-02,1404500.0,,,1404500.0
H31707-04-01,656000.0,,,656000.0
H31708-04-01,2304502.0,,,2304502.0
H31709-04-01,1122000.0,,,1122000.0
H31710-04-01,128000.0,,,128000.0
H31901-04-01,17000.0,,,17000.0
H31902-04-01,476400.0,,,476400.0
H31903-04-01,265200.0,,,265200.0
H31904-04-01,35000.0,,,35000.0
H31907-04-01,143000.0,,,143000.0
H31908-04-01,1064200.0,,,1064200.0
H31909-04-01,377000.0,,,377000.0
H31910-04-01,716750.0,,,716750.0
H32101-04-01,272300.0,,,272300.0
H32102-04-01,349000.0,,,349000.0
H32103-04-01,4232000.0,,,4232000.0
H32104-04-01,61000.0,,,61000.0
H32104-04-02,92500.0,,,92500.0
H32105-04-01,49000.0,,,49000.0
H32106-04-01,393400.0,,5840000.0,6233400.0
H32106-04-02,2317800.0,,,2317800.0
H32106-04-03,655700.0,,,655700.0
H32106-04-04,705000.0,,,705000.0
H32106-04-05,619000.0,,,619000.0
H32108-04-01,110400.0,,,110400.0
H32109-04-01,99000.0,,,99000.0
H32201-04-01,11500.0,,,11500.0
H32202-04-01,116000.0,,1380000.0,1496000.0
H32203-04-01,5234000.0,,1367500.0,6601500.0
H32204-04-01,80000.0,,10000.0,90000.0
H32205-04-01,160000.0,,,160000.0
H32205-04-02,11000.0,,,11000.0
H32206-04-01,2747300.0,,,2747300.0
H32207-04-01,327600.0,,,327600.0
H32209-04-01,1058000.0,,,1058000.0
H32209-04-02,291700.0,,,291700.0
H32401-04-01,1065800.0,,,1065800.0
H32402-04-01,280000.0,,,280000.0
H32403-04-01,859000.0,,,859000.0
H32404-04-01,574000.0,,,574000.0
H32405-04-01,973300.0,,260000.0,1233300.0
H32406-04-01,1032000.0,,95000.0,1127000.0
H32407-04-01,120000.0,,,120000.0
H32408-04-01,1200000.0,,,1200000.0
H32409-04-01,38000.0,,,38000.0
H32410-04-01,511000.0,,,511000.0
H32501-04-01,119000.0,,,119000.0
H32502-04-01,79500.0,,,79500.0
H32503-04-01,1810000.0,,,1810000.0
H32504-04-01,325000.0,,50000.0,375000.0
H32505-04-01,31000.0,,,31000.0
H32506-04-01,774000.0,,,774000.0
H32507-04-01,220000.0,,,220000.0
H32508-04-01,265000.0,,,265000.0
H32509-04-01,460000.0,,,460000.0
H32510-04-01,75000.0,,12000.0,87000.0
H32601-04-01,50000.0,,,50000.0
H32602-04-01,5778000.0,,,5778000.0
H32603-04-01,615000.0,,,615000.0
H32604-04-01,5000.0,,,5000.0
H32605-04-01,2318000.0,,,2318000.0
H32606-04-01,373500.0,,,373500.0
H32607-04-01,4551000.0,,,4551000.0
H32608-04-01,505000.0,,90.0,505090.0
H32609-04-01,887000.0,,,887000.0
H32610-04-01,2833000.0,,,2833000.0
H32701-04-01,436000.0,,,436000.0
H32702-04-01,365000.0,,,365000.0
H32703-04-01,695000.0,,350000.0,1045000.0
H32704-04-01,1661000.0,,,1661000.0
H32705-04-01,33825000.0,,,33825000.0
H32707-04-01,7129000.0,,,7129000.0
H32708-04-01,19581600.0,,60000.0,19641600.0
H32709-04-01,4787000.0,,,4787000.0
H32710-04-01,2117000.0,,,2117000.0
H32801-04-01,558000.0,,,558000.0
H32802-04-01,1639500.0,,,1639500.0
H32804-04-01,2282500.0,,3635500.0,5918000.0
H32805-04-01,2670800.0,,,2670800.0
H32806-04-01,3570000.0,,900000.0,4470000.0
H32807-04-01,1710000.0,,,1710000.0
H32810-04-01,101800.0,,743000.0,844800.0
H32901-04-01,17292001.0,,,17292001.0
H32902-04-01,2920001.0,,,2920001.0
H32903-04-01,3549000.0,,,3549000.0
H32904-04-01,360000.0,,190000.0,550000.0
H32905-04-01,1350000.0,,,1350000.0
H32906-04-01,560000.0,,,560000.0
H32907-04-01,1955000.0,,,1955000.0
H32908-04-01,439000.0,,,439000.0
H32909-04-01,4716001.0,,,4716001.0
H32910-04-01,65000.0,,,65000.0
H33001-04-01,3537000.0,,,3537000.0
H33002-04-01,11003800.0,175000.0,,11178800.0
H33003-04-01,1565000.0,,,1565000.0
H33004-04-01,733000.0,,,733000.0
H33005-04-01,4980000.0,,,4980000.0
H33008-04-01,545000.0,,,545000.0
H33101-04-01,311000.0,,,311000.0
H33102-04-01,238000.0,,,238000.0
H33103-04-01,1066000.0,,,1066000.0
H33104-04-01,42000.0,,,42000.0
H33105-04-01,793000.0,,,793000.0
H33106-04-01,305000.0,,,305000.0
H33107-04-01,3030001.0,,,3030001.0
H33108-04-01,3285002.0,130000.0,,3415002.0
H33109-04-01,671000.0,,,671000.0
H33110-04-01,670000.0,,,670000.0
H33201-04-01,9760000.0,,,9760000.0
H33202-04-01,13205000.0,,,13205000.0
H33203-04-01,3166500.0,,,3166500.0
H33204-04-01,234000.0,,,234000.0
H33205-04-01,732000.0,,,732000.0
H33206-04-01,402000.0,,,402000.0
H33208-04-01,1143000.0,,,1143000.0
H33209-04-01,1500000.0,,,1500000.0
H33210-04-01,13253000.0,,,13253000.0
H33301-04-01,578500.0,,,578500.0
H33302-04-01,786500.0,20000.0,746000.0,1552500.0
H33303-04-01,2228500.0,,1700000.0,3928500.0
H33304-04-01,81000.0,,,81000.0
H33305-04-01,65000.0,,,65000.0
H33306-04-01,3592000.0,,,3592000.0
H33307-04-01,146000.0,,,146000.0
H33308-04-01,759000.0,,,759000.0
H33309-04-01,789000.0,,40000.0,829000.0
H33310-04-01,2914000.0,,,2914000.0
H33401-04-01,3846100.0,23500.0,,3869600.0
H33402-04-01,744000.0,,,744000.0
H33403-04-01,1613500.0,,54000.0,1667500.0
H33404-04-01,13780900.0,,,13780900.0
H33405-04-01,4183000.0,,,4183000.0
H33406-04-01,1056800.0,,,1056800.0
H33407-04-01,414000.0,,,414000.0
H33408-04-01,1428000.0,,,1428000.0
H33410-04-01,209400.0,,361200.0,570600.0
H33501-04-01,331000.0,,20000.0,351000.0
H33502-04-01,429000.0,,,429000.0
H33503-04-01,765000.0,6000.0,,771000.0
H33504-04-01,197500.0,,,197500.0
H33505-04-01,165000.0,,,165000.0
H33506-04-01,1831000.0,,,1831000.0
H33507-04-01,1261000.0,,,1261000.0
H33508-04-01,911000.0,,,911000.0
H33509-04-01,13000.0,,,13000.0
H33510-04-01,404500.0,,,404500.0
H33601-04-01,33500.0,,,33500.0
H33602-04-01,489000.0,,,489000.0
H33603-04-01,309000.0,,,309000.0
H33604-04-01,1247000.0,,,1247000.0
H33605-04-01,442000.0,,,442000.0
H33606-04-01,3706501.0,,80000.0,3786501.0
H33607-04-01,96000.0,,,96000.0
H33608-04-01,153000.0,,,153000.0
H33609-04-01,1935000.0,,,1935000.0
H33610-04-01,862500.0,,120000.0,982500.0
H33701-04-01,653000.0,,,653000.0
H33702-04-01,750000.0,,,750000.0
H33703-04-01,1535000.0,,,1535000.0
H33704-04-01,269000.0,,,269000.0
H33706-04-01,1461500.0,,,1461500.0
H33707-04-01,750000.0,,100000.0,850000.0
H33708-04-01,1317000.0,,,1317000.0
H33801-04-01,107800.0,,32000.0,139800.0
H33802-04-01,421000.0,,700000.0,1121000.0
H33803-04-01,221000.0,,,221000.0
H33804-04-01,60000.0,,,60000.0
H33805-04-01,203200.0,,,203200.0
H33806-04-01,3426501.0,,,3426501.0
H33807-04-01,19070000.0,,,19070000.0
H33808-04-01,431200.0,,,431200.0
H33809-04-01,195800.0,,15000.0,210800.0
H33810-04-01,118000.0,,,118000.0
H33901-04-01,567200.0,,,567200.0
H33903-04-01,1115000.0,30000.0,,1145000.0
H33904-04-01,2132000.0,,,2132000.0
H33905-04-01,223000.0,,,223000.0
H33906-04-01,2000.0,,,2000.0
H33907-04-01,835000.0,,,835000.0
H33908-04-01,1480000.0,,,1480000.0
H33909-04-01,2340000.0,,,2340000.0
H33910-04-01,150000.0,,,150000.0
H34001-04-01,47000.0,,,47000.0
H34002-04-01,579200.0,,50000.0,629200.0
H34003-04-01,121000.0,,,121000.0
H34004-04-01,1370000.0,,,1370000.0
H34005-04-01,693000.0,,,693000.0
H34006-04-01,,,55000.0,55000.0
H34007-04-01,255000.0,,25000.0,280000.0
H34008-04-01,1020000.0,,,1020000.0
H34009-04-01,48500.0,,,48500.0
H34010-04-01,129000.0,,50000.0,179000.0
H34101-04-01,23000.0,,30000.0,53000.0
H34102-04-01,339000.0,,,339000.0
H34103-04-01,2967000.0,70000.0,,3037000.0
H34104-04-01,954000.0,40000.0,,994000.0
H34105-04-01,66000.0,,5000.0,71000.0
H34106-04-01,76000.0,,,76000.0
H34107-04-01,137000.0,,,137000.0
H34108-04-01,4000.0,,,4000.0
H34109-04-01,139000.0,,,139000.0
H34110-04-01,260200.0,,,260200.0
H34201-04-01,508700.0,15000.0,,523700.0
H34202-04-01,2000.0,,,2000.0
H34203-04-01,29500.0,,,29500.0
H34204-04-01,1429000.0,,,1429000.0
H34205-04-01,4500.0,,,4500.0
H34206-04-01,489000.0,,50000.0,539000.0
H34207-04-01,47600.0,,,47600.0
H34208-04-01,21000.0,,,21000.0
H34209-04-01,1634000.0,,,1634000.0
H34210-04-01,105000.0,,,105000.0
H34301-04-01,200000.0,180000.0,,380000.0
H34302-04-01,37000.0,,42500.0,79500.0
H34303-04-01,294000.0,,,294000.0
H34304-04-01,377500.0,,565000.0,942500.0
H34305-04-01,1768000.0,,,1768000.0
H34306-04-01,770000.0,,,770000.0
H34308-04-01,286500.0,,58000.0,344500.0
H34309-04-01,8000.0,,,8000.0
H34310-04-01,1029000.0,,,1029000.0
H34401-04-02,358000.0,,,358000.0
H34402-04-01,2326400.0,,,2326400.0
H34403-04-01,258000.0,,,258000.0
H34404-04-01,55000.0,,,55000.0
H34405-04-01,202900.0,,,202900.0
H34406-04-01,1513500.0,,60000.0,1573500.0
H34407-04-01,127800.0,,,127800.0
H34409-04-01,51000.0,,5000.0,56000.0
H34410-04-01,266000.0,,,266000.0
H34501-04-01,4915000.0,,105000.0,5020000.0
H34502-04-01,540500.0,,,540500.0
H34503-04-01,6677000.0,,,6677000.0
H34504-04-01,4500.0,,55000.0,59500.0
H34505-04-01,420000.0,,,420000.0
H34506-04-01,194000.0,,,194000.0
H34508-04-01,692000.0,,,692000.0
H34509-04-01,400000.0,,,400000.0
H34601-04-01,270000.0,,,270000.0
H34602-04-01,931000.0,,,931000.0
H34603-04-01,1926000.0,,,1926000.0
H34604-04-01,741000.0,,158000.0,899000.0
H34605-04-01,8779000.0,,,8779000.0
H34606-04-01,2734000.0,,,2734000.0
H34607-04-01,624000.0,,,624000.0
H34608-04-01,177000.0,,,177000.0
H34609-04-01,10000.0,,,10000.0
H34610-04-01,440000.0,,,440000.0
H34701-04-01,5640000.0,,,5640000.0
H34703-04-01,513100.0,,40500.0,553600.0
H34704-04-01,1012000.0,,,1012000.0
H34705-04-01,3615000.0,,1840000.0,5455000.0
H34706-04-01,47000.0,,,47000.0
H34707-04-01,8067000.0,,350000.0,8417000.0
H34708-04-01,93000.0,,,93000.0
H34709-04-01,,,45000.0,45000.0
H34710-04-01,2000002.0,,,2000002.0
H34901-04-01,230000.0,,,230000.0
H34902-04-01,130000.0,,,130000.0
H34903-04-01,2699000.0,,,2699000.0
H34904-04-01,210000.0,,,210000.0
H34905-04-01,410000.0,,3210000.0,3620000.0
H34906-04-01,1224000.0,,,1224000.0
H34907-04-01,1978000.0,,,1978000.0
H34908-04-01,573000.0,,,573000.0
H34910-04-01,7785000.0,,,7785000.0
H35001-04-01,209000.0,,1098000.0,1307000.0
H35002-04-01,852000.0,,88000.0,940000.0
H35003-04-01,353500.0,15000.0,155000.0,523500.0
H35004-04-01,793000.0,,80000.0,873000.0
H35005-04-01,361000.0,10000.0,,371000.0
H35006-04-01,241000.0,,,241000.0
H35007-04-01,3811000.0,,,3811000.0
H35008-04-01,1043500.0,,305000.0,1348500.0
H35009-04-01,788700.0,,,788700.0
H35010-04-01,20000.0,5000.0,230000.0,255000.0
H35101-04-01,29600.0,,463400.0,493000.0
H35102-04-01,374000.0,,,374000.0
H35103-04-01,1361600.0,,126000.0,1487600.0
H35104-04-01,426600.0,,,426600.0
H35105-04-02,55000.0,,,55000.0
H35106-04-01,1166000.0,,360000.0,1526000.0
H35107-04-01,37500.0,,,37500.0
H35108-04-01,2372801.0,,,2372801.0
H35109-04-01,1626000.0,,,1626000.0
H35110-04-01,845000.0,,,845000.0
H35201-04-01,747000.0,,,747000.0
H35202-04-01,180000.0,,,180000.0
H35203-04-01,674500.0,,,674500.0
H35204-04-01,524000.0,,,524000.0
H35205-04-01,833000.0,,,833000.0
H35206-04-01,446000.0,,,446000.0
H35207-04-01,92000.0,,10000.0,102000.0
H35208-04-01,2866000.0,,,2866000.0
H35210-04-01,1919500.0,,,1919500.0
H35301-04-01,358000.0,,,358000.0
H35302-04-01,11079500.0,,,11079500.0
H35303-04-01,409500.0,,80000.0,489500.0
H35304-04-01,6049000.0,,,6049000.0
H35305-04-01,130000.0,,,130000.0
H35306-04-01,13791000.0,,72000.0,13863000.0
H35307-04-01,454500.0,,,454500.0
H35308-04-01,407000.0,,,407000.0
H35309-04-01,341500.0,,,341500.0
H35310-04-01,2253800.0,,,2253800.0
H35401-04-01,49000.0,,,49000.0
H35402-04-01,1878000.0,,,1878000.0
H35403-04-01,2806000.0,,20000.0,2826000.0
H35404-04-01,221000.0,,,221000.0
H35405-04-01,214000.0,,50000.0,264000.0
H35406-04-01,89000.0,,,89000.0
H35407-04-01,1437000.0,,190000.0,1627000.0
H35408-04-01,1330000.0,,,1330000.0
H35409-04-01,169500.0,,,169500.0
H35410-04-01,153600.0,,150000.0,303600.0
H35501-04-01,441000.0,,370000.0,811000.0
H35502-04-01,1209000.0,,,1209000.0
H35503-04-01,294500.0,,,294500.0
H35504-04-01,473000.0,,185000.0,658000.0
H35505-04-01,620000.0,,,620000.0
H35506-04-01,1617000.0,,,1617000.0
H35507-04-01,164000.0,,95000.0,259000.0
H35508-04-01,777500.0,,20000.0,797500.0
H35509-04-02,582700.0,75000.0,,657700.0
H35510-04-01,233000.0,,540000.0,773000.0
H35601-04-01,145000.0,10000.0,170000.0,325000.0
H35602-04-01,1315000.0,,4450000.0,5765000.0
H35603-04-01,2432000.0,6000.0,500000.0,2938000.0
H35604-04-01,215000.0,,,215000.0
H35605-04-01,588000.0,,245000.0,833000.0
H35606-04-01,489000.0,,,489000.0
H35607-04-01,,,60000.0,60000.0
H35608-04-01,22000.0,,,22000.0
H35609-04-01,64000.0,,,64000.0
H35701-04-01,185000.0,,20000.0,205000.0
H35702-04-01,1842000.0,,675000.0,2517000.0
H35703-04-01,4780000.0,,,4780000.0
H35704-04-01,2984500.0,,80000.0,3064500.0
H35705-04-01,181500.0,,60000.0,241500.0
H35706-04-01,516500.0,,,516500.0
H35707-04-01,461500.0,,,461500.0
H35708-04-01,140000.0,,,140000.0
H35709-04-01,589000.0,,,589000.0
H35710-04-01,1358000.0,48000.0,390000.0,1796000.0
H35801-04-01,351200.0,,27000.0,378200.0
H35802-04-01,227000.0,,,227000.0
H35803-04-01,252000.0,,,252000.0
H35804-04-01,420000.0,,,420000.0
H35805-04-01,169500.0,,,169500.0
H35806-04-01,23500.0,,,23500.0
H35807-04-01,36000.0,,,36000.0
H35808-04-01,166000.0,,,166000.0
H35809-04-01,194000.0,,,194000.0
H35810-04-01,176000.0,,,176000.0
H35901-04-01,292800.0,,,292800.0
H35902-04-01,2634800.0,,,2634800.0
H35903-04-01,197300.0,,,197300.0
H35904-04-01,178500.0,,,178500.0
H35905-04-01,8673000.0,,53000.0,8726000.0
H35906-04-01,316500.0,,,316500.0
H35907-04-01,58500.0,,111800.0,170300.0
H35908-04-01,70000.0,,25000.0,95000.0
H35909-04-01,56800.0,,50000.0,106800.0
H35910-04-01,2364000.0,,,2364000.0
H36001-04-01,522000.0,,,522000.0
H36002-04-01,320600.0,,,320600.0
H36003-04-01,92400.0,,,92400.0
H36004-04-01,379500.0,,24500.0,404000.0
H36005-04-01,169500.0,,,169500.0
H36006-04-01,823500.0,,,823500.0
H36007-04-01,390800.0,,,390800.0
H36008-04-01,236000.0,,30000.0,266000.0
H36009-04-01,190200.0,,,190200.0
H36010-04-01,170500.0,,,170500.0
H36101-04-01,276000.0,,,276000.0
H36102-04-01,1361400.0,,,1361400.0
H36103-04-01,9233800.0,,,9233800.0
H36104-04-01,45000.0,,,45000.0
H36105-04-01,654500.0,,,654500.0
H36106-04-01,949000.0,,386000.0,1335000.0
H36107-04-01,83000.0,,,83000.0
H36108-04-01,220500.0,,,220500.0
H36109-04-01,366700.0,,18000.0,384700.0
H36110-04-01,186500.0,,,186500.0
H36201-04-01,4784000.0,,,4784000.0
H36202-04-01,771800.0,,,771800.0
H36203-04-01,1512000.0,,,1512000.0
H36205-04-01,105700.0,25000.0,421000.0,551700.0
H36206-04-01,1014500.0,,,1014500.0
H36207-04-01,259000.0,,,259000.0
H36208-04-01,668000.0,,618000.0,1286000.0
H36209-04-01,439000.0,,,439000.0
H36210-04-01,4712000.0,,,4712000.0
H36301-04-01,544000.0,,,544000.0
H36302-04-01,2249000.0,,,2249000.0
H36303-04-01,1164000.0,,10000.0,1174000.0
H36304-04-01,1208000.0,,,1208000.0
H36305-04-01,6308000.0,,,6308000.0
H36306-04-01,344000.0,,,344000.0
H36307-04-01,537000.0,,,537000.0
H36308-04-01,2170500.0,,,2170500.0
H36309-04-01,1208600.0,,,1208600.0
H36310-04-01,66000.0,,,66000.0
H36401-04-01,28500.0,,,28500.0
H36402-04-01,30000.0,,,30000.0
H36403-04-01,260500.0,,,260500.0
H36404-04-01,19000.0,,,19000.0
H36405-04-01,1328000.0,,,1328000.0
H36406-04-01,2511200.0,,,2511200.0
H36407-04-01,42600.0,,,42600.0
H36408-04-01,713500.0,,,713500.0
H36409-04-01,270000.0,,,270000.0
H36410-04-01,357500.0,,,357500.0
H36501-04-01,125000.0,,,125000.0
H36502-04-01,263500.0,,15000.0,278500.0
H36503-04-01,79000.0,,,79000.0
H36504-04-01,454500.0,,1869000.0,2323500.0
H36505-04-01,793000.0,,,793000.0
H36506-04-01,562001.0,,,562001.0
H36507-04-01,105000.0,,,105000.0
H36508-04-01,420000.0,,,420000.0
H36509-04-01,33000.0,,,33000.0
H36602-04-01,182000.0,,321000.0,503000.0
H36604-04-01,8000.0,,,8000.0
H36605-04-01,3909000.0,,,3909000.0
H36606-04-01,192500.0,,,192500.0
H36608-04-01,427000.0,,14000.0,441000.0
H36609-04-01,393000.0,,,393000.0
H36610-04-01,423000.0,,,423000.0
H36701-04-01,978400.0,,90000.0,1068400.0
H36702-04-01,1706000.0,,1253200.0,2959200.0
H36703-04-01,180000.0,,,180000.0
H36704-04-01,103900.0,,15000.0,118900.0
H36705-04-01,5327500.0,,22000.0,5349500.0
H36706-04-01,31500.0,,,31500.0
H36707-04-01,186500.0,,,186500.0
H36708-04-01,29400.0,,299100.0,328500.0
H36709-04-01,122500.0,,,122500.0
H36710-04-01,321000.0,,,321000.0
H36801-04-01,444200.0,,6000.0,450200.0
H36802-04-01,127100.0,,,127100.0
H36803-04-01,202200.0,,,202200.0
H36804-04-01,491000.0,,,491000.0
H36805-04-01,96400.0,,,96400.0
H36806-04-01,233200.0,,,233200.0
H36807-04-01,1248000.0,,,1248000.0
H36809-04-01,520900.0,,,520900.0
H36810-04-01,206000.0,,,206000.0
H36901-04-01,1001600.0,,,1001600.0
H36902-04-01,398000.0,,,398000.0
H36903-04-01,144500.0,,339000.0,483500.0
H36904-04-01,866000.0,,,866000.0
H36905-04-01,217700.0,,,217700.0
H36906-04-01,292700.0,,,292700.0
H36907-04-01,119000.0,,118000.0,237000.0
H36908-04-01,238800.0,,,238800.0
H36909-04-01,165000.0,,,165000.0
H36910-04-01,341000.0,,,341000.0
H37001-04-01,202000.0,,,202000.0
H37002-04-01,874500.0,,,874500.0
H37003-04-01,444500.0,,70000.0,514500.0
H37004-04-01,237200.0,,,237200.0
H37005-04-01,856500.0,,32000.0,888500.0
H37006-04-01,7150000.0,,,7150000.0
H37007-04-01,110500.0,,,110500.0
H37008-04-01,576500.0,,,576500.0
H37009-04-01,948000.0,,,948000.0
H37010-04-01,101200.0,,,101200.0
H37101-04-01,738000.0,,,738000.0
H37102-04-01,199500.0,,,199500.0
H37104-04-01,1629000.0,,,1629000.0
H37105-04-01,187500.0,,,187500.0
H37106-04-01,627000.0,,,627000.0
H37107-04-01,173002.0,,,173002.0
H37108-04-01,284500.0,,,284500.0
H37109-04-01,1562000.0,,,1562000.0
H37110-04-01,42000.0,,65000.0,107000.0
H37201-04-01,359400.0,,,359400.0
H37202-04-01,56000.0,,,56000.0
H37203-04-01,151000.0,,,151000.0
H37204-04-01,41000.0,,,41000.0
H37205-04-01,314500.0,,,314500.0
H37206-04-01,455000.0,,,455000.0
H37207-04-01,573000.0,,,573000.0
H37208-04-01,348000.0,,,348000.0
H37209-04-01,1975500.0,,,1975500.0
H37210-04-01,119500.0,,,119500.0
H37301-04-01,440000.0,,45000.0,485000.0
H37302-04-01,489700.0,,,489700.0
H37303-04-01,690600.0,,,690600.0
H37304-04-01,612800.0,,,612800.0
H37305-04-01,293600.0,,,293600.0
H37306-04-01,180000.0,,,180000.0
H37307-04-01,45000.0,,,45000.0
H37308-04-01,7000.0,,10000.0,17000.0
H37310-04-01,1795000.0,,,1795000.0
H37401-04-01,216800.0,,,216800.0
H37402-04-01,411500.0,,100000.0,511500.0
H37403-04-01,848300.0,,,848300.0
H37404-04-01,1514000.0,,,1514000.0
H37405-04-01,334000.0,,,334000.0
H37406-04-01,75000.0,,30000.0,105000.0
H37407-04-01,67600.0,,,67600.0
H37408-04-01,53000.0,,,53000.0
H37409-04-01,672500.0,,,672500.0
H37410-04-01,147000.0,,,147000.0
H37501-04-01,152700.0,,,152700.0
H37502-04-01,3014200.0,,,3014200.0
H37505-04-01,356500.0,,,356500.0
H37506-04-01,1649400.0,,,1649400.0
H37507-04-01,270000.0,,,270000.0
H37508-04-01,9684000.0,,100000.0,9784000.0
H37509-04-01,202000.0,,,202000.0
H37510-04-01,378500.0,,,378500.0
H37601-04-01,1090200.0,,,1090200.0
H37602-04-02,300000.0,,,300000.0
H37603-04-01,53500.0,,250000.0,303500.0
H37604-04-01,187000.0,,,187000.0
H37605-04-01,604000.0,,,604000.0
H37606-04-01,3506000.0,,30000.0,3536000.0
H37607-04-01,568000.0,,,568000.0
H37608-04-01,803000.0,,,803000.0
H37609-04-01,1002000.0,,,1002000.0
H37610-04-01,330900.0,,,330900.0
H37701-04-01,18000.0,,,18000.0
H37702-04-01,784500.0,,50000.0,834500.0
H37703-04-01,278000.0,,74000.0,352000.0
H37704-04-01,95500.0,,,95500.0
H37705-04-01,151500.0,,,151500.0
H37706-04-01,356000.0,,,356000.0
H37707-04-01,104000.0,,,104000.0
H37708-04-01,135000.0,,,135000.0
H37709-04-01,179100.0,,,179100.0
H37710-04-01,284000.0,,,284000.0
H37801-04-01,1561000.0,,1036500.0,2597500.0
H37802-04-01,404800.0,,,404800.0
H37803-04-01,10000.0,,,10000.0
H37804-04-01,121500.0,,,121500.0
H37805-04-01,14500.0,,,14500.0
H37806-04-01,6000.0,,,6000.0
H37807-04-01,1642200.0,,100000.0,1742200.0
H37808-04-01,2883850.0,,,2883850.0
H37809-04-01,276100.0,,,276100.0
H37810-04-01,276500.0,,,276500.0
H37901-04-01,49600.0,,,49600.0
H37902-04-01,193000.0,,503000.0,696000.0
H37903-04-01,48200.0,,,48200.0
H37905-04-01,263000.0,,,263000.0
H37906-04-01,305000.0,,,305000.0
H37907-04-01,72400.0,,,72400.0
H37908-04-01,4827000.0,,,4827000.0
H37909-04-01,13000.0,,,13000.0
H37910-04-01,34000.0,,,34000.0
H38001-04-01,82000.0,,,82000.0
H38002-04-01,9500.0,,,9500.0
H38003-04-01,49000.0,,,49000.0
H38004-04-01,2733000.0,,,2733000.0
H38006-04-01,215700.0,,,215700.0
H38007-04-01,908000.0,,,908000.0
H38008-04-01,110000.0,,,110000.0
H38009-04-01,454500.0,,,454500.0
H38010-04-01,485000.0,,,485000.0
H38101-04-01,1047000.0,,,1047000.0
H38102-04-01,2596000.0,,,2596000.0
H38103-04-01,352700.0,,,352700.0
H38104-04-01,1355000.0,,,1355000.0
H38105-04-01,1103000.0,,,1103000.0
H38106-04-01,50000.0,,,50000.0
H38107-04-01,669200.0,,,669200.0
H38108-04-01,197300.0,,,197300.0
H38109-04-01,9205500.0,,,9205500.0
H38110-04-01,870500.0,,,870500.0
H38201-04-01,866700.0,,,866700.0
H38202-04-01,453300.0,,,453300.0
H38203-04-01,103900.0,,,103900.0
H38204-04-01,1736000.0,,,1736000.0
H38205-04-01,179400.0,,,179400.0
H38206-04-01,678000.0,,,678000.0
H38207-04-01,696500.0,,,696500.0
H38208-04-01,333000.0,,,333000.0
H38209-04-01,138300.0,,1707900.0,1846200.0
H38210-04-01,1557000.0,,100000.0,1657000.0
H38301-04-01,47500.0,,,47500.0
H38302-04-01,476800.0,,,476800.0
