profit_agra,profit_agrb,profit_ls,profit_agr,total_agrls,hh
62000.00074505805,141730.76923076925,,203730.7699758273,203730.7699758273,H12707-04-01
283999.9974519015,179961.53846153847,-4700.0,463961.53591343993,459261.53591343993,H12709-04-01
178000.0,466858.9743589744,441248.986784141,644858.9743589744,1086107.9611431153,H12710-04-01
1482000.0,,,1482000.0,1482000.0,H12805-04-01
,382500.0,,382500.0,382500.0,H12809-04-01
,,,,,H12809-04-03
199000.00018626451,255000.0,,454000.0001862645,454000.0001862645,H12810-04-01
228999.99718368024,,,228999.99718368024,228999.99718368024,H12811-04-01
471000.0,654692.3076923077,873600.0,1125692.3076923077,1999292.3076923077,H12812-04-01
310000.00223517435,103250.0,294800.0,413250.00223517435,708050.0022351744,H12901-04-01
,70642.30769230769,,70642.30769230769,70642.30769230769,H12902-04-02
695000.0050663948,1421000.0016192594,393108.57320791995,2116000.006685654,2509108.579893574,H12903-04-01
246666.66944821662,,-2100.0,246666.66944821662,244566.66944821662,H12904-04-01
197666.66666666663,,,197666.66666666663,197666.66666666663,H12905-04-01
589999.9988824129,350000.0,,939999.9988824129,939999.9988824129,H12905-04-02
1096666.6729748251,,-80350.0,1096666.6729748251,1016316.6729748251,H12906-04-01
260000.00258286792,217666.66629413763,107447.88944723619,477666.6688770056,585114.5583242418,H12907-04-01
337000.0030100345,805096.1571989153,-56300.0,1142096.1602089498,1085796.1602089498,H12908-04-01
196000.00074505806,206499.9988824128,586350.0,402499.99962747085,988849.9996274709,H12909-04-02
,342788.4615384615,,342788.4615384615,342788.4615384615,H12910-04-01
773575.0,1465961.5384615385,403513.4259532959,2239536.5384615385,2643049.9644148345,H13002-04-01
,88461.53846153847,-4000.0,88461.53846153847,84461.53846153847,H13004-04-01
218400.0,,27000.0,218400.0,245400.0,H13005-04-01
230000.0,210192.3076923077,,440192.3076923077,440192.3076923077,H13006-04-01
1045666.6666666665,156500.0,143000.0,1202166.6666666665,1345166.6666666665,H13006-04-02
150000.0,484000.0,,634000.0,634000.0,H13006-04-03
,88750.0,,88750.0,88750.0,H13006-04-04
747999.9977648256,425500.0,,1173499.9977648256,1173499.9977648256,H13006-04-05
300000.0,705000.0,19000.0,1005000.0,1024000.0,H13006-04-06
200000.0,411480.76923076925,350000.0,611480.7692307692,961480.7692307692,H13007-04-01
412500.0,142000.0,700000.0,554500.0,1254500.0,H13008-04-01
160000.0,753461.5384615385,490200.0,913461.5384615385,1403661.5384615385,H13009-04-01
,239250.0,1077997.8894472362,239250.0,1317247.8894472362,H13010-04-01
140000.0,1065000.0,159780.34188034188,1205000.0,1364780.341880342,H13102-04-01
100000.0,329769.23076923075,,429769.23076923075,429769.23076923075,H13102-04-02
1915200.0029802325,1425192.3076923077,1696917.6470588236,3340392.31067254,5037309.957731364,H13103-04-01
330000.0,747500.0006258488,695000.0,1077500.0006258488,1772500.0006258488,H13104-04-01
105000.0,661807.6952879247,-9800.0,766807.6952879247,757007.6952879247,H13105-04-01
-5000.0,1669961.5384615385,,1664961.5384615385,1664961.5384615385,H13106-04-01
400000.0,295000.0,,695000.0,695000.0,H13107-04-02
,215000.0,,215000.0,215000.0,H13107-04-03
225000.0,,,225000.0,225000.0,H13107-04-04
300500.0,837642.3076923077,,1138142.3076923077,1138142.3076923077,H13108-04-01
586999.9980628489,1262820.5105853383,,1849820.5086481874,1849820.5086481874,H13109-04-01
,387192.3076923077,100000.0,387192.3076923077,487192.3076923077,H13202-04-01
767416.6666666666,209233.97510403243,,976650.6417706991,976650.6417706991,H13205-04-04
267000.0,,78000.0,267000.0,345000.0,H13208-04-01
531199.9987959861,,,531199.9987959861,531199.9987959861,H13209-04-01
731800.0000000001,166500.0,-2300.0,898300.0000000001,896000.0000000001,H13303-04-01
348036.0073804859,,,348036.0073804859,348036.0073804859,H13306-04-01
,260000.0,,260000.0,260000.0,H13307-04-02
,150000.0,,150000.0,150000.0,H13308-04-01
,250000.0,-49050.0,250000.0,200950.0,H13309-04-01
130000.0,126666.66666666667,508824.4933920705,256666.6666666667,765491.1600587373,H13310-04-01
995000.00519678,460833.3378036816,,1455833.3430004616,1455833.3430004616,H13310-04-02
,,624000.0,,624000.0,H13310-04-03
484000.00074505806,,160380.34188034188,484000.00074505806,644380.3426253999,H13310-04-04
89999.99776482559,,,89999.99776482559,89999.99776482559,H13310-04-05
-9999.0,,145600.0,-9999.0,135601.0,H13310-04-06
,330192.30724527285,,330192.30724527285,330192.30724527285,H13311-04-01
60000.0,,693000.0,60000.0,753000.0,H14001-04-01
236000.0,,537400.0,236000.0,773400.0,H14002-04-01
,,-15500.0,,-15500.0,H14003-04-01
-4900.0,,-9500.0,-4900.0,-14400.0,H14003-04-02
51000.0,,609824.4933920705,51000.0,660824.4933920705,H14004-04-01
-11500.0,,102497.88944723619,-11500.0,90997.88944723619,H14005-04-01
,,105000.0,,105000.0,H14006-04-01
,,,,,H14007-04-01
39500.0,,402497.8894472362,39500.0,441997.8894472362,H14008-04-01
142333.3333333333,,451000.0,142333.3333333333,593333.3333333333,H14009-04-01
346666.6666666666,,,346666.6666666666,346666.6666666666,H14010-04-01
397333.3333333333,,-60000.0,397333.3333333333,337333.3333333333,H14101-04-01
205500.0,,-9500.0,205500.0,196000.0,H14104-04-01
-50000.0,,-500.0,-50000.0,-50500.0,H14106-04-01
276500.0,235000.0002980232,-25000.0,511500.0002980232,486500.0002980232,H14109-04-01
,140000.0,-6000.0,140000.0,134000.0,H14110-04-01
,510576.92307692306,510000.0,510576.92307692306,1020576.923076923,H14111-04-01
314833.3319028218,35000.0,-61000.0,349833.3319028218,288833.3319028218,H14201-04-01
88800.0,,-500.0,88800.0,88300.0,H14202-04-01
,97500.0,-29500.0,97500.0,68000.0,H14203-04-01
514666.6666666666,24500.0,366561.23348017625,539166.6666666666,905727.9001468429,H14206-04-01
,,395500.0,,395500.0,H14207-04-01
257400.0,70000.0,-1100.0,327400.0,326300.0,H14208-04-01
252000.0,69000.0,30900.0,321000.0,351900.0,H14209-04-01
,83125.0,,83125.0,83125.0,H14210-04-01
275000.00037252903,22800.0,389000.0,297800.00037252903,686800.000372529,H14301-04-02
34000.0,,-50000.0,34000.0,-16000.0,H14302-04-01
,,573497.8894472362,,573497.8894472362,H14302-04-02
38800.0,,,38800.0,38800.0,H14302-04-03
,,1123824.4933920705,,1123824.4933920705,H14303-04-01
249999.99999999997,42000.0,-5000.0,292000.0,287000.0,H14304-04-01
245266.67038599608,110192.3076923077,98497.88944723619,355458.9780783038,453956.86752554,H14304-04-02
410000.000745058,200000.0,1188561.2334801762,610000.0007450581,1798561.2342252342,H14304-04-04
681937.5,251000.0,1570000.0,932937.5,2502937.5,H14305-04-01
90000.0,,-4500.0,90000.0,85500.0,H14306-04-01
991666.6666666665,213750.0,327796.7788944724,1205416.6666666665,1533213.445561139,H14307-04-01
,,688000.0,,688000.0,H14308-04-01
130000.0,120000.0,-3000.0,250000.0,247000.0,H14309-04-01
398000.0,,-5000.0,398000.0,393000.0,H14309-04-02
99166.66666666666,25000.0,,124166.66666666666,124166.66666666666,H14309-04-03
43333.33333333333,153365.38461538462,70500.0,196698.71794871794,267198.71794871794,H14309-04-04
366666.6666666666,199000.0,-2000.0,565666.6666666666,563666.6666666666,H14310-04-01
,,,,,H14401-04-01
64000.0,,398800.0,64000.0,462800.0,H14402-04-01
263000.0002235174,255000.0,-2500.0,518000.0002235174,515500.0002235174,H14402-04-02
,,,,,H14403-04-01
,106500.0,98097.88944723619,106500.0,204597.8894472362,H14404-04-01
-8000.0,,209995.77889447237,-8000.0,201995.77889447237,H14404-04-02
-4000.0,,-8000.0,-4000.0,-12000.0,H14404-04-03
,,,,,H14405-04-01
,,576000.0,,576000.0,H14406-04-01
,,-17000.0,,-17000.0,H14407-04-01
-27600.0,,112800.0,-27600.0,85200.0,H14407-04-02
487466.6666666667,,,487466.6666666667,487466.6666666667,H14408-04-01
,30000.0,595000.0,30000.0,625000.0,H14409-04-01
,,,,,H14410-04-02
38400.0,51793.956043956045,520000.0,90193.95604395604,610193.9560439561,H14801-04-02
355200.0,,,355200.0,355200.0,H14802-04-01
419600.0,227500.0,-22000.0,647100.0,625100.0,H14803-04-01
,2713.461538461539,-1.0,2713.461538461539,2712.461538461539,H14805-04-01
19100.0,130833.33333333334,-2500.0,149933.33333333334,147433.33333333334,H14806-04-01
-77500.0,398333.3333333334,-45600.0,320833.3333333334,275233.3333333334,H14806-04-02
306500.0,325064.1025641026,,631564.1025641026,631564.1025641026,H14806-04-03
,163333.33333333334,220136.74008810573,163333.33333333334,383470.07342143904,H14807-04-01
379000.0,557198.7179487179,20000.0,936198.7179487179,956198.7179487179,H14808-04-01
109000.0,64166.66666666667,,173166.6666666667,173166.6666666667,H14808-04-02
544000.0,499833.3333333334,86258.82352941176,1043833.3333333334,1130092.156862745,H14809-04-01
1536428.5714285714,425333.3333333334,387824.4933920705,1961761.9047619049,2349586.3981539756,H14810-04-01
190000.0,532147.435897436,305000.0,722147.435897436,1027147.435897436,H14903-04-01
248175.0,128333.33333333334,107497.88944723619,376508.3333333334,484006.2227805696,H14903-04-02
,21000.0,,21000.0,21000.0,H14906-04-01
430500.0,435153.8461538461,563824.4933920705,865653.8461538461,1429478.3395459168,H14907-04-01
223333.3333333333,155666.6666666667,780000.0,379000.0,1159000.0,H14908-04-01
19899.99856948835,1803365.3846153845,1419500.0,1823265.3831848728,3242765.3831848726,H14910-04-01
663275.0,386383.3333333333,,1049658.3333333333,1049658.3333333333,H15002-04-01
1113871.4285714286,711333.3333333334,238000.0,1825204.7619047621,2063204.7619047621,H15003-04-01
423500.0,515961.5384615385,,939461.5384615385,939461.5384615385,H15004-04-01
150666.66666666666,98000.0,-3000.0,248666.66666666666,245666.66666666666,H15005-04-01
288200.0,154850.0,-29000.0,443050.0,414050.0,H15006-04-01
308800.0,,-40000.0,308800.0,268800.0,H15007-04-01
665000.0,639500.0,,1304500.0,1304500.0,H15007-04-02
66500.0,72100.0,,138600.0,138600.0,H15008-04-01
998000.0,463666.6666666667,580400.0,1461666.6666666667,2042066.6666666667,H15009-04-01
1694600.0,518166.6666666667,276493.66834170854,2212766.6666666665,2489260.335008375,H15010-04-01
-88000.0,754958.3333333334,493000.0,666958.3333333334,1159958.3333333335,H15101-04-01
60000.0,154111.53846153847,200556.71297664795,214111.53846153847,414668.2514381864,H15102-04-01
355000.0,89833.33333333334,45800.0,444833.3333333334,490633.3333333334,H15103-04-01
62000.0,91067.30769230769,,153067.3076923077,153067.3076923077,H15104-04-01
154000.0,151000.0,167000.0,305000.0,472000.0,H15105-04-01
93000.0,181666.6666666667,,274666.6666666667,274666.6666666667,H15106-04-01
,259500.0,213400.0,259500.0,472900.0,H15107-04-01
1953700.0,1449523.8095238097,174995.77889447237,3403223.8095238097,3578219.588418282,H15108-04-01
301500.0,161448.71794871797,257000.0,462948.717948718,719948.717948718,H15109-04-01
2438000.0,739000.0,881100.0,3177000.0,4058100.0,H15109-04-02
1391315.1927437643,705000.0,624000.0,2096315.1927437643,2720315.1927437643,H15110-04-01
639000.0,105000.0,,744000.0,744000.0,H15301-04-01
822000.0,233666.6666666667,97500.0,1055666.6666666667,1153166.6666666667,H15301-04-02
486999.99980628496,931166.6666666666,1486797.8894472362,1418166.6664729516,2904964.555920188,H15302-04-01
363200.0,280000.0,,643200.0,643200.0,H15304-04-01
987175.0,400500.0,78600.0,1387675.0,1466275.0,H15305-04-01
106500.0,113416.66666666667,,219916.6666666667,219916.6666666667,H15306-04-01
207000.0,,51000.0,207000.0,258000.0,H15308-04-01
627450.0,424000.00000000006,-36000.0,1051450.0,1015450.0,H15309-04-01
2054197.2789115645,1652500.0010430813,439695.7788944724,3706697.279954646,4146393.058849118,H15310-04-01
995500.0,97166.66666666667,-22000.0,1092666.6666666667,1070666.6666666667,H15502-04-01
180000.0,126000.0,,306000.0,306000.0,H15503-04-01
238500.0,23333.333333333336,600000.0,261833.33333333334,861833.3333333334,H15504-04-01
474714.2857142857,297666.6666666667,1421648.986784141,772380.9523809524,2194029.9391650935,H15505-04-01
1143857.1428571427,1021900.6410256411,1452750.0,2165757.7838827837,3618507.7838827837,H15505-04-02
318550.0,118750.0,,437300.0,437300.0,H15506-04-01
439771.4285714286,125096.15384615384,-5000.0,564867.5824175824,559867.5824175824,H15508-04-01
437000.0,358333.3333333333,464800.0,795333.3333333333,1260133.3333333333,H15509-04-01
1066571.4285714286,774166.6666666667,37000.0,1840738.0952380954,1877738.0952380954,H15510-04-01
,52500.0,,52500.0,52500.0,H15902-04-01
500000.0,223650.0,419824.4933920705,723650.0,1143474.4933920705,H15903-04-01
109200.0,289000.0,,398200.0,398200.0,H15904-04-01
256000.0,790576.923076923,,1046576.923076923,1046576.923076923,H15905-04-01
379333.3333333333,326500.0,,705833.3333333333,705833.3333333333,H15907-04-01
40000.0,88750.0,,128750.0,128750.0,H15908-04-01
,579000.0,1597400.0,579000.0,2176400.0,H15909-04-01
200000.0,218987.1794871795,31200.0,418987.1794871795,450187.1794871795,H15909-04-02
28000.0,71000.0,162000.0,99000.0,261000.0,H15909-04-03
,10650.0,-40000.0,10650.0,-29350.0,H15910-04-01
,,,,,H16201-04-02
,,-20000.0,,-20000.0,H16202-04-01
-20000.0,,,-20000.0,-20000.0,H16203-04-01
160000.0,1161884.6153846155,973234.6295353419,1321884.6153846155,2295119.2449199576,H16204-04-01
,60000.0,-13508.0,60000.0,46492.0,H16205-04-01
,95000.0,,95000.0,95000.0,H16206-04-01
,95838.46153846153,175322.38283930667,95838.46153846153,271160.8443777682,H16207-04-01
,350923.07692307694,,350923.07692307694,350923.07692307694,H16208-04-01
,2120000.0,93000.0,2120000.0,2213000.0,H16209-04-01
,338000.0,788000.0,338000.0,1126000.0,H16210-04-01
,149961.53846153847,-20500.0,149961.53846153847,129461.53846153847,H16302-04-01
286166.6666666666,160000.0,214495.77889447237,446166.6666666666,660662.445561139,H16305-04-01
,19000.0,,19000.0,19000.0,H16305-04-02
160000.0,,,160000.0,160000.0,H16305-04-03
181933.3333333333,181000.0,234800.0,362933.3333333333,597733.3333333333,H16307-04-01
187300.0,,416000.0,187300.0,603300.0,H16308-04-02
-50000.0,120500.0,406000.0,70500.0,476500.0,H16309-04-01
198000.0,,910000.0,198000.0,1108000.0,H16401-04-01
47500.0,187500.0,81497.88944723619,235000.0,316497.8894472362,H16402-04-01
,18000.0,,18000.0,18000.0,H16403-04-01
70000.0,,378300.0,70000.0,448300.0,H16404-04-01
,55096.15384615385,1481561.2334801762,55096.15384615385,1536657.38732633,H16405-04-01
-50000.0,126167.3076923077,-5000.0,76167.3076923077,71167.3076923077,H16405-04-02
,90000.0,-26000.0,90000.0,64000.0,H16406-04-01
,,-13500.0,,-13500.0,H16407-04-01
,,1062254.6024238842,,1062254.6024238842,H16408-04-01
,,142498.0,,142498.0,H16409-04-01
,30000.000447034796,344146.8762313772,30000.000447034796,374146.87667841197,H16409-04-02
175000.0,65625.0,-10000.0,240625.0,230625.0,H16409-04-03
140000.0,497000.0,,637000.0,637000.0,H16409-04-04
,179961.53846153847,,179961.53846153847,179961.53846153847,H16410-04-01
,53250.0,,53250.0,53250.0,H16501-04-01
,191500.00253319734,859473.4801762115,191500.00253319734,1050973.4827094087,H16501-04-02
123500.0,,-28000.0,123500.0,95500.0,H16502-04-01
,,187000.0,,187000.0,H16505-04-01
173333.3333333333,146923.07692307694,,320256.41025641025,320256.41025641025,H16505-04-02
-124500.0,,372376.1207748143,-124500.0,247876.12077481428,H16506-04-01
71500.0,,1202000.0,71500.0,1273500.0,H16507-04-01
,81730.76923076923,327000.0,81730.76923076923,408730.76923076925,H16508-04-01
,,,,,H16509-04-01
,,37500.0,,37500.0,H16510-04-01
100000.0,100000.0,107497.88944723619,200000.0,307497.8894472362,H16604-04-01
46000.0,35500.0,,81500.0,81500.0,H16606-04-01
157600.0,32500.0,750000.0,190100.0,940100.0,H16611-04-01
20000.0,168666.6666666667,198756.71297664795,188666.6666666667,387423.37964331463,H16701-04-01
-91000.0,262379.4871794872,1349061.9961168892,171379.4871794872,1520441.4832963764,H16702-04-01
262000.0,166192.3076923077,-4000.0,428192.3076923077,424192.3076923077,H16703-04-01
197600.0,125596.15384615384,78000.0,323196.1538461539,401196.1538461539,H16704-04-01
,,,,,H16704-04-02
,573192.6282051282,1575166.6666666667,573192.6282051282,2148359.294871795,H16705-04-01
660300.0,160858.97435897437,-6000.0,821158.9743589744,815158.9743589744,H16707-04-01
1587250.0,348653.8461538461,-25000.0,1935903.846153846,1910903.846153846,H16708-04-01
330000.0,35000.0,-35000.0,365000.0,330000.0,H16710-04-01
57666.66666666666,1345666.6666666667,-12000.0,1403333.3333333335,1391333.3333333335,H16802-04-01
,406743.58974358975,931293.7524627544,406743.58974358975,1338037.342206344,H16803-04-01
120000.0,148500.0,-13000.0,268500.0,255500.0,H16804-04-01
,131666.6666666667,104000.0,131666.6666666667,235666.6666666667,H16806-04-01
35000.0,249500.0,205000.0,284500.0,489500.0,H16807-04-01
17000.0,179961.53846153847,,196961.53846153847,196961.53846153847,H16808-04-01
415380.95238095237,257500.0,,672880.9523809524,672880.9523809524,H16809-04-01
119266.66666666666,73762.82051282052,-2000.0,193029.4871794872,191029.4871794872,H16809-04-02
447950.0,,,447950.0,447950.0,H16810-04-01
696000.0,175000.0,780000.0,871000.0,1651000.0,H17002-04-01
1911000.0,1120200.0,1034000.0,3031200.0,4065200.0,H17003-04-01
138000.0,206499.99944120646,,344499.99944120646,344499.99944120646,H17005-04-01
58000.0,24000.0,,82000.0,82000.0,H17007-04-01
160500.0,268461.5384615385,-7500.0,428961.5384615385,421461.5384615385,H17007-04-02
414555.5555555555,809523.0769230769,-48000.0,1224078.6324786325,1176078.6324786325,H17008-04-01
1251000.0,161000.0,670800.0,1412000.0,2082800.0,H17009-04-01
,20000.0,31200.0,20000.0,51200.0,H17009-04-02
656000.0,646700.0,,1302700.0,1302700.0,H17010-04-01
-73333.33333333334,,,-73333.33333333334,-73333.33333333334,H17102-04-01
124600.0,248500.0,-4000.0,373100.0,369100.0,H17105-04-01
63400.0,14400.0,-3500.0,77800.0,74300.0,H17107-04-01
324200.0,425923.07692307694,,750123.076923077,750123.076923077,H17108-04-01
519100.0,365792.3076923077,167230.76923076922,884892.3076923077,1052123.076923077,H17109-04-01
2231000.0,1201653.846153846,,3432653.846153846,3432653.846153846,H17110-04-01
241000.0000745058,344128.20724417013,107397.88944723619,585128.2073186759,692526.0967659121,H17202-04-01
382500.0,503333.33296080434,90400.0,885833.3329608043,976233.3329608043,H17205-04-01
,8000.0,,8000.0,8000.0,H17208-04-01
640999.9996274709,931900.6413981701,602300.0,1572900.641025641,2175200.641025641,H17210-04-01
538000.0007450581,,471097.8894472362,538000.0007450581,1009097.8901922943,H17301-04-01
240000.00484287733,170249.9991469084,,410250.00398978574,410250.00398978574,H17302-04-01
10000.0,177499.99365210542,1557450.0,187499.99365210542,1744949.9936521053,H17308-04-01
509800.0,168800.0,,678600.0,678600.0,H17309-04-01
163300.0,137500.0,,300800.0,300800.0,H17310-04-01
962000.0,888458.3333333334,-28500.0,1850458.3333333335,1821958.3333333335,H17401-04-01
367000.0,278000.0,-2000.0,645000.0,643000.0,H17404-04-01
535000.0,535833.3333333334,,1070833.3333333335,1070833.3333333335,H17406-04-01
224285.7142857143,435858.9743589744,-3000.0,660144.6886446887,657144.6886446887,H17408-04-01
,1213000.0,1253000.0,1213000.0,2466000.0,H17409-04-01
351000.0,35000.0,,386000.0,386000.0,H17410-04-01
407785.7142857143,471091.6666666667,1566000.0,878877.3809523811,2444877.380952381,H17502-04-01
548500.0,1071666.6666666667,491910.0,1620166.6666666667,2112076.666666667,H17503-04-01
93000.0,319166.6666666667,398160.68376068375,412166.6666666667,810327.3504273505,H17504-04-02
455571.4285714285,632333.3333333334,-39000.0,1087904.761904762,1048904.761904762,H17506-04-01
270500.0,249000.0,,519500.0,519500.0,H17507-04-01
,130000.0,,130000.0,130000.0,H17509-04-01
,257166.6666666667,160380.34188034188,257166.6666666667,417547.00854700856,H17511-04-01
,147666.66666666666,,147666.66666666666,147666.66666666666,H17511-04-02
49000.0,44333.333333333336,,93333.33333333334,93333.33333333334,H17511-04-03
692857.1428571428,1028000.0,88000.0,1720857.1428571427,1808857.1428571427,H17601-04-01
458285.7142857143,1078782.0512820513,445000.0,1537067.7655677656,1982067.7655677656,H17602-04-01
,259500.00000000003,386000.0,259500.00000000003,645500.0,H17604-04-01
,165333.33333333334,-22500.0,165333.33333333334,142833.33333333334,H17605-04-01
141000.0,214583.33333333334,-5000.0,355583.3333333334,350583.3333333334,H17606-04-01
216000.0,140000.0,353500.0,356000.0,709500.0,H17608-04-01
247000.0,176500.0,-2500.0,423500.0,421000.0,H17608-04-02
320000.0,693250.0,-24900.0,1013250.0,988350.0,H17609-04-01
915142.8571428572,683333.3333333333,-3000.0,1598476.1904761903,1595476.1904761903,H17610-04-01
68000.0,73333.33333333334,-10000.0,141333.33333333334,131333.33333333334,H17701-04-01
153800.0,243666.6666666667,,397466.6666666667,397466.6666666667,H17703-04-01
346600.0,114166.66666666667,-12000.0,460766.6666666667,448766.6666666667,H17704-04-01
73000.0,70000.0,-10000.0,143000.0,133000.0,H17707-04-02
119900.0,200166.6666666667,-11000.0,320066.6666666667,309066.6666666667,H17707-04-03
450000.0,330000.0,,780000.0,780000.0,H17707-04-04
1513700.0,1029666.6666666666,432000.0,2543366.6666666665,2975366.6666666665,H17708-04-01
306400.0,289083.3333333334,-8000.0,595483.3333333334,587483.3333333334,H17709-04-01
380800.0,246500.0,,627300.0,627300.0,H17710-04-01
429600.0,,-25000.0,429600.0,404600.0,H18001-04-01
470000.0,,,470000.0,470000.0,H18005-04-01
246000.0,,1034600.0,246000.0,1280600.0,H18010-04-01
160000.0,,1126322.3828393067,160000.0,1286322.3828393067,H18102-04-01
192600.0,34000.0,310593.66834170854,226600.0,537193.6683417086,H18103-04-01
326000.0,1669892.857142857,1636907.8103135529,1995892.857142857,3632800.66745641,H18103-04-02
334000.0,726900.0,-1500.0,1060900.0,1059400.0,H18104-04-01
432000.0,696521.4285714285,-9000.0,1128521.4285714286,1119521.4285714286,H18104-04-02
315000.0,230320.5128205128,,545320.5128205128,545320.5128205128,H18104-04-03
105000.0,201428.57142857142,,306428.5714285714,306428.5714285714,H18104-04-04
-7100.0,,679736.7400881057,-7100.0,672636.7400881057,H18105-04-01
79166.66666666667,171750.0,613668.9596726832,250916.6666666667,864585.6263393499,H18106-04-01
,56250.0,-18000.0,56250.0,38250.0,H18107-04-01
-108000.0,78000.0,-10000.0,-30000.0,-40000.0,H18108-04-01
150333.33333333334,255000.0,894489.2319592261,405333.3333333334,1299822.5652925596,H18109-04-01
2044000.0,,,2044000.0,2044000.0,H18110-04-01
141200.0,,,141200.0,141200.0,H18201-04-01
807000.0,,,807000.0,807000.0,H18202-04-02
1682000.0,,73912.24669603525,1682000.0,1755912.2466960351,H18202-04-03
879000.0,221000.0,73912.24669603525,1100000.0,1173912.2466960351,H18202-04-04
335000.0,286607.14285714284,667824.4933920705,621607.1428571428,1289431.6362492135,H18202-04-05
303400.0,699500.0,-4000.0,1002900.0,998900.0,H18203-04-01
,335233.3333333333,1202900.0,335233.3333333333,1538133.3333333333,H18204-04-01
405600.0,377050.0,107497.88944723619,782650.0,890147.8894472362,H18204-04-02
187000.0,165000.0,1300000.0,352000.0,1652000.0,H18205-04-01
,80000.0,,80000.0,80000.0,H18205-04-02
150000.0,88500.0,78258.82352941176,238500.0,316758.82352941175,H18206-04-01
170000.0,587500.0,408493.4530647537,757500.0,1165993.4530647537,H18206-04-02
2231500.0,1049000.0,721013.4259532959,3280500.0,4001513.425953296,H18207-04-01
220000.0,112964.28571428571,,332964.2857142857,332964.2857142857,H18207-04-02
311600.0,,306000.0,311600.0,617600.0,H18208-04-01
85500.0,192000.0,-20500.0,277500.0,257000.0,H18209-04-01
285000.0,218000.0,1393824.4933920705,503000.0,1896824.4933920705,H18209-04-02
-37000.0,941800.0,1016736.7400881057,904800.0,1921536.7400881057,H18210-04-01
2086000.0,2114200.0,279600.0,4200200.0,4479800.0,H18210-04-02
170000.0,475542.85714285716,,645542.8571428572,645542.8571428572,H18210-04-03
669625.0,204000.0,124800.0,873625.0,998425.0,H18210-04-05
43100.0,565900.0,479361.23348017625,609000.0,1088361.2334801762,H18301-04-01
251200.0,237000.0,-10000.0,488200.0,478200.0,H18301-04-02
-28800.0,175071.42857142858,520000.0,146271.42857142858,666271.4285714286,H18301-04-03
741000.0,637771.4285714285,369561.23348017625,1378771.4285714286,1748332.6620516048,H18301-04-04
146200.0,185500.0,221736.74008810573,331700.0,553436.7400881057,H18301-04-05
1674000.0,1059035.714285714,731122.4669603525,2733035.714285714,3464158.1812460665,H18301-04-06
743000.0,,147824.4933920705,743000.0,890824.4933920705,H18301-04-07
248000.00238418597,,,248000.00238418597,248000.00238418597,H18302-04-01
171000.0,83928.57142857142,1018230.4084298143,254928.57142857142,1273158.9798583856,H18303-04-01
,645000.0,-5000.0,645000.0,640000.0,H18305-04-01
556533.335765203,432833.3333333334,632736.7400881057,989366.6690985364,1622103.4091866422,H18307-04-01
94600.0,92300.0,,186900.0,186900.0,H18308-04-01
639555.5555555555,581500.0,94258.82352941176,1221055.5555555555,1315314.3790849673,H18309-04-01
,206250.0,,206250.0,206250.0,H18311-04-01
147000.0,70000.0,-10000.0,217000.0,207000.0,H18601-04-03
428000.0,457071.4285714285,389736.7400881057,885071.4285714285,1274808.1686595343,H18601-04-04
,165480.76923076922,-10000.0,165480.76923076922,155480.76923076922,H18602-04-01
6000.0,612000.0,142824.4933920705,618000.0,760824.4933920705,H18603-04-01
527000.0000745058,510000.0,418712.24669603526,1037000.0000745058,1455712.2467705412,H18604-04-01
262000.0,816000.0,43200.0,1078000.0,1121200.0,H18605-04-01
486800.0,,1128924.4933920705,486800.0,1615724.4933920705,H18606-04-01
1344000.0,350000.0,342561.23348017625,1694000.0,2036561.2334801762,H18607-04-01
,476000.0,11800.0,476000.0,487800.0,H18608-04-01
718500.0,1376666.6666666667,1184100.0,2095166.6666666667,3279266.666666667,H18609-04-01
455600.00526905066,544000.0,,999600.0052690506,999600.0052690506,H18610-04-01
100000.0,,-149502.1105527638,100000.0,-49502.1105527638,H18708-04-01
745000.0,1153750.0009685755,1096297.973568282,1898750.0009685755,2995047.9745368576,H18712-04-01
251000.00126659864,95000.0,-300.0,346000.00126659864,345700.00126659864,H18801-04-01
300200.0,80000.0,322493.66834170854,380200.0,702693.6683417086,H18802-04-01
107666.66666666666,165000.0,,272666.6666666666,272666.6666666666,H18803-04-01
-7000.0,52500.0,,45500.0,45500.0,H18804-04-01
2000000.0,155000.0,517500.0,2155000.0,2672500.0,H18805-04-01
1892000.0,1445614.2857142857,-5000.0,3337614.2857142854,3332614.2857142854,H18806-04-01
33800.0,251150.0,624000.0,284950.0,908950.0,H18806-04-02
50000.0,1027666.6666666667,150000.0,1077666.6666666667,1227666.6666666667,H18806-04-03
43000.0,22500.0,648800.0,65500.0,714300.0,H18808-04-01
68000.0,151666.6666666667,517385.7268722467,219666.6666666667,737052.3935389135,H18808-04-03
653000.0,291666.6666666667,1613707.6441131067,944666.6666666667,2558374.3107797736,H18809-04-01
-150000.0,1054100.0,359000.0,904100.0,1263100.0,H18810-04-01
,54357.142857142855,,54357.142857142855,54357.142857142855,H18901-04-01
129600.0,92596.15384615384,,222196.15384615384,222196.15384615384,H18902-04-01
76200.0,513000.0,434800.0,589200.0,1024000.0,H18904-04-01
562500.0008940697,,,562500.0008940697,562500.0008940697,H18905-04-01
245900.0,,,245900.0,245900.0,H18907-04-01
1161300.0,256500.0,490200.0,1417800.0,1908000.0,H18908-04-01
