,sex,age,father_educ,father_ocup,ethnic,bednet,hh,writeread,classeduc,illdays
3929,1.0,27.0,51.0,4.0,35.0,1.0,H12805-04-02,0.0,51.0,
3932,1.0,68.0,,,17.0,1.0,H12806-04-01,1.0,15.0,30.0
3934,1.0,40.0,,,35.0,1.0,H12808-04-01,0.0,16.0,
3943,1.0,61.0,,,35.0,1.0,H12809-04-01,0.0,16.0,30.0
3949,1.0,21.0,17.0,19.0,35.0,1.0,H12809-04-02,0.0,34.0,
3953,1.0,23.0,16.0,19.0,35.0,1.0,H12809-04-03,0.0,34.0,
3957,1.0,76.0,,,35.0,1.0,H12810-04-01,0.0,13.0,30.0
3960,2.0,45.0,21.0,99.0,18.0,1.0,H12811-04-01,0.0,16.0,
3970,2.0,51.0,,,35.0,0.0,H12812-04-01,0.0,33.0,
3974,1.0,35.0,,,32.0,0.0,H12901-04-01,0.0,13.0,7.0
3980,2.0,40.0,,,45.0,0.0,H12902-04-02,1.0,,30.0
3988,1.0,48.0,,,35.0,0.0,H12903-04-01,0.0,17.0,
3998,1.0,41.0,,,45.0,1.0,H12904-04-01,0.0,17.0,
4006,2.0,61.0,,,32.0,1.0,H12905-04-01,1.0,11.0,
4011,2.0,24.0,16.0,9.0,31.0,1.0,H12905-04-02,0.0,16.0,
4014,1.0,42.0,,,35.0,1.0,H12906-04-01,0.0,31.0,
4022,2.0,62.0,,,25.0,1.0,H12907-04-01,1.0,,
4028,1.0,41.0,,19.0,45.0,1.0,H12908-04-01,0.0,16.0,
4034,1.0,41.0,,,32.0,0.0,H12909-04-02,0.0,14.0,3.0
4043,1.0,62.0,,,32.0,0.0,H12910-04-01,0.0,17.0,
4064,1.0,42.0,13.0,19.0,35.0,1.0,H13002-04-01,0.0,34.0,
4077,1.0,29.0,,,24.0,1.0,H13003-04-01,1.0,,8.0
4083,1.0,53.0,,,24.0,1.0,H13004-04-01,0.0,35.0,
4097,2.0,48.0,,,35.0,1.0,H13005-04-01,1.0,17.0,30.0
4102,1.0,80.0,,,32.0,1.0,H13006-04-01,1.0,12.0,
4112,1.0,38.0,12.0,10.0,32.0,1.0,H13006-04-02,0.0,41.0,
4126,1.0,29.0,16.0,19.0,35.0,1.0,H13006-04-03,0.0,16.0,
4131,1.0,68.0,,,32.0,0.0,H13006-04-04,1.0,,30.0
4136,1.0,45.0,,,35.0,,H13006-04-05,0.0,51.0,
4141,1.0,54.0,,,32.0,1.0,H13006-04-06,1.0,,
4151,1.0,31.0,,,35.0,1.0,H13007-04-01,0.0,31.0,
4157,1.0,52.0,,,35.0,1.0,H13008-04-01,0.0,14.0,
4167,1.0,45.0,,,24.0,1.0,H13009-04-01,0.0,13.0,
4177,1.0,67.0,,,24.0,1.0,H13010-04-01,0.0,13.0,
4185,1.0,52.0,17.0,21.0,28.0,1.0,H13102-04-01,0.0,14.0,
4189,1.0,21.0,16.0,19.0,28.0,1.0,H13102-04-02,0.0,33.0,7.0
4192,1.0,83.0,,,35.0,,H13103-04-01,1.0,,
4201,1.0,33.0,2.0,19.0,45.0,1.0,H13104-04-01,0.0,36.0,
4210,1.0,44.0,,,45.0,1.0,H13105-04-01,0.0,31.0,19.0
4221,1.0,27.0,34.0,5.0,35.0,1.0,H13105-04-02,0.0,34.0,
4224,1.0,44.0,,,17.0,0.0,H13106-04-01,0.0,13.0,
4242,1.0,30.0,73.0,19.0,45.0,1.0,H13107-04-02,0.0,17.0,
4249,2.0,73.0,,,45.0,1.0,H13107-04-03,1.0,,14.0
4253,1.0,24.0,17.0,19.0,45.0,1.0,H13107-04-04,0.0,,7.0
4256,2.0,72.0,,,45.0,1.0,H13108-04-01,1.0,,
4269,1.0,40.0,,,35.0,,H13108-04-02,0.0,15.0,
4272,1.0,64.0,,,35.0,1.0,H13109-04-01,0.0,22.0,
4277,2.0,44.0,51.0,10.0,35.0,1.0,H13111-04-01,1.0,12.0,30.0
4280,1.0,33.0,,,35.0,1.0,H13202-04-01,0.0,33.0,
4290,2.0,79.0,,,35.0,1.0,H13203-04-01,1.0,,20.0
4293,1.0,38.0,,,35.0,1.0,H13204-04-01,0.0,51.0,
4298,1.0,31.0,,,35.0,1.0,H13205-04-02,0.0,17.0,
4313,1.0,34.0,34.0,19.0,35.0,1.0,H13205-04-04,0.0,16.0,3.0
4316,1.0,39.0,8.0,1.0,35.0,0.0,H13207-04-01,0.0,16.0,7.0
4322,2.0,48.0,,,35.0,1.0,H13208-04-01,0.0,15.0,4.0
4330,2.0,29.0,,,35.0,1.0,H13208-04-02,0.0,41.0,7.0
4334,2.0,55.0,,,31.0,0.0,H13209-04-01,0.0,17.0,
4339,2.0,60.0,8.0,99.0,35.0,,H13210-04-01,0.0,36.0,
4344,1.0,73.0,,,35.0,1.0,H13303-04-01,0.0,14.0,30.0
4357,2.0,27.0,,,35.0,0.0,H13306-04-01,0.0,33.0,
4363,1.0,43.0,,,35.0,1.0,H13307-04-01,1.0,,
4370,2.0,36.0,,,35.0,1.0,H13307-04-02,1.0,12.0,
4372,1.0,33.0,15.0,19.0,35.0,0.0,H13308-04-01,0.0,15.0,
4377,1.0,50.0,,,35.0,1.0,H13309-04-01,0.0,51.0,
4382,2.0,68.0,,,17.0,1.0,H13310-04-01,0.0,15.0,30.0
4393,1.0,32.0,,,35.0,0.0,H13310-04-02,0.0,34.0,
4398,1.0,32.0,,,35.0,0.0,H13310-04-03,0.0,17.0,
4403,1.0,43.0,,,35.0,1.0,H13310-04-04,0.0,41.0,
4411,1.0,36.0,,,21.0,1.0,H13310-04-05,0.0,34.0,
4414,1.0,50.0,,,35.0,1.0,H13310-04-06,0.0,51.0,
4422,1.0,32.0,,5.0,35.0,1.0,H13310-04-07,0.0,34.0,7.0
4425,1.0,45.0,,9.0,35.0,1.0,H13311-04-01,0.0,51.0,
4430,1.0,43.0,,,45.0,1.0,H14001-04-01,1.0,,2.0
4437,1.0,46.0,16.0,19.0,45.0,1.0,H14002-04-01,0.0,17.0,
4444,2.0,53.0,,,45.0,1.0,H14003-04-01,1.0,13.0,30.0
4445,2.0,53.0,,,45.0,1.0,H14003-04-01,1.0,13.0,
4446,2.0,53.0,,,45.0,1.0,H14003-04-02,0.0,35.0,30.0
4447,2.0,53.0,,,45.0,1.0,H14003-04-02,0.0,35.0,
4448,2.0,53.0,,,45.0,1.0,H14003-04-01,1.0,13.0,30.0
4449,2.0,53.0,,,45.0,1.0,H14003-04-01,1.0,13.0,
4450,2.0,53.0,,,45.0,1.0,H14003-04-02,0.0,35.0,30.0
4451,2.0,53.0,,,45.0,1.0,H14003-04-02,0.0,35.0,
4452,1.0,40.0,,,45.0,1.0,H14003-04-01,1.0,13.0,30.0
4453,1.0,40.0,,,45.0,1.0,H14003-04-01,1.0,13.0,
4454,1.0,40.0,,,45.0,1.0,H14003-04-02,0.0,35.0,30.0
4455,1.0,40.0,,,45.0,1.0,H14003-04-02,0.0,35.0,
4456,1.0,40.0,,,45.0,1.0,H14003-04-01,1.0,13.0,30.0
4457,1.0,40.0,,,45.0,1.0,H14003-04-01,1.0,13.0,
4458,1.0,40.0,,,45.0,1.0,H14003-04-02,0.0,35.0,30.0
4459,1.0,40.0,,,45.0,1.0,H14003-04-02,0.0,35.0,
4471,1.0,34.0,,,45.0,1.0,H14003-04-03,0.0,17.0,
4473,1.0,67.0,,,45.0,0.0,H14004-04-01,1.0,,
4478,1.0,22.0,1.0,19.0,45.0,1.0,H14004-04-02,0.0,16.0,
4481,2.0,30.0,11.0,19.0,45.0,1.0,H14004-04-03,0.0,16.0,
4487,2.0,74.0,,,45.0,0.0,H14005-04-01,1.0,,15.0
4491,2.0,43.0,,,45.0,1.0,H14006-04-01,0.0,,
4515,1.0,23.0,,,45.0,1.0,H14006-04-02,0.0,17.0,
4517,2.0,51.0,,,45.0,1.0,H14007-04-01,0.0,,
4535,1.0,79.0,,,45.0,1.0,H14008-04-01,0.0,13.0,
4540,1.0,28.0,13.0,19.0,45.0,1.0,H14008-04-02,0.0,16.0,
4548,1.0,70.0,,,45.0,1.0,H14009-04-01,0.0,15.0,
4561,1.0,70.0,,,45.0,1.0,H14010-04-01,0.0,51.0,20.0
4562,1.0,47.0,3.0,19.0,45.0,1.0,H14101-04-01,0.0,61.0,
4570,1.0,53.0,,,45.0,1.0,H14104-04-01,0.0,32.0,
4574,1.0,27.0,15.0,19.0,45.0,1.0,H14104-04-02,0.0,36.0,
4576,2.0,57.0,,,35.0,1.0,H14106-04-01,0.0,34.0,
4584,2.0,57.0,,,45.0,1.0,H14109-04-01,0.0,51.0,
4589,1.0,30.0,,,45.0,1.0,H14109-04-03,0.0,,7.0
4594,1.0,67.0,,,45.0,1.0,H14109-04-04,0.0,22.0,
4603,2.0,58.0,,,45.0,1.0,H14110-04-01,0.0,51.0,
4610,1.0,51.0,,,45.0,1.0,H14111-04-01,0.0,51.0,1.0
4618,2.0,51.0,,,45.0,1.0,H14201-04-01,0.0,15.0,30.0
4623,1.0,88.0,,,45.0,0.0,H14202-04-01,0.0,21.0,10.0
4628,1.0,34.0,,9.0,45.0,1.0,H14203-04-01,0.0,17.0,
4635,1.0,34.0,16.0,19.0,45.0,1.0,H14206-04-01,0.0,16.0,
4644,1.0,56.0,,,45.0,1.0,H14207-04-01,0.0,32.0,7.0
4645,1.0,56.0,,,45.0,1.0,H14207-04-01,0.0,32.0,
4646,1.0,56.0,,,45.0,1.0,H14207-04-03,0.0,33.0,7.0
4647,1.0,56.0,,,45.0,1.0,H14207-04-03,0.0,33.0,
4648,1.0,56.0,,,45.0,1.0,H14207-04-01,0.0,32.0,7.0
4649,1.0,56.0,,,45.0,1.0,H14207-04-01,0.0,32.0,
4650,1.0,56.0,,,45.0,1.0,H14207-04-03,0.0,33.0,7.0
4651,1.0,56.0,,,45.0,1.0,H14207-04-03,0.0,33.0,
4652,1.0,57.0,,,45.0,1.0,H14207-04-01,0.0,32.0,7.0
4653,1.0,57.0,,,45.0,1.0,H14207-04-01,0.0,32.0,
4654,1.0,57.0,,,45.0,1.0,H14207-04-03,0.0,33.0,7.0
4655,1.0,57.0,,,45.0,1.0,H14207-04-03,0.0,33.0,
4656,1.0,57.0,,,45.0,1.0,H14207-04-01,0.0,32.0,7.0
4657,1.0,57.0,,,45.0,1.0,H14207-04-01,0.0,32.0,
4658,1.0,57.0,,,45.0,1.0,H14207-04-03,0.0,33.0,7.0
4659,1.0,57.0,,,45.0,1.0,H14207-04-03,0.0,33.0,
4665,1.0,30.0,3.0,10.0,45.0,1.0,H14207-04-02,0.0,41.0,
4677,1.0,36.0,,,45.0,1.0,H14208-04-01,0.0,15.0,
4686,1.0,50.0,9.0,5.0,45.0,1.0,H14209-04-01,0.0,34.0,
4693,1.0,41.0,1.0,19.0,45.0,1.0,H14210-04-01,1.0,16.0,
4702,2.0,42.0,,,45.0,1.0,H14301-04-01,1.0,,
4705,1.0,43.0,,,45.0,1.0,H14301-04-02,1.0,14.0,
4711,1.0,56.0,,,45.0,1.0,H14302-04-01,0.0,32.0,3.0
4717,1.0,28.0,32.0,19.0,45.0,1.0,H14302-04-02,1.0,16.0,4.0
4724,1.0,22.0,8.0,19.0,45.0,1.0,H14302-04-03,0.0,32.0,
4729,1.0,25.0,,,45.0,1.0,H14302-04-04,0.0,32.0,
4737,1.0,56.0,,,45.0,1.0,H14303-04-01,0.0,17.0,25.0
4744,1.0,75.0,,,45.0,1.0,H14304-04-01,0.0,21.0,12.0
4745,1.0,37.0,21.0,19.0,45.0,1.0,H14304-04-02,0.0,32.0,
4755,1.0,37.0,21.0,19.0,45.0,1.0,H14304-04-03,0.0,34.0,
4761,1.0,25.0,,5.0,21.0,0.0,H14304-04-04,1.0,14.0,
4767,1.0,59.0,,,45.0,1.0,H14305-04-01,0.0,16.0,
4775,1.0,51.0,,,45.0,1.0,H14306-04-01,0.0,14.0,
4784,1.0,28.0,70.0,19.0,45.0,1.0,H14306-04-02,0.0,17.0,
4788,1.0,51.0,15.0,10.0,45.0,1.0,H14307-04-01,0.0,16.0,
4799,1.0,47.0,,,45.0,1.0,H14308-04-01,0.0,17.0,
4808,2.0,33.0,14.0,18.0,45.0,1.0,H14308-04-02,1.0,12.0,
4813,1.0,64.0,,,45.0,1.0,H14309-04-01,0.0,15.0,
4819,1.0,23.0,17.0,19.0,45.0,1.0,H14309-04-02,0.0,14.0,
4824,1.0,31.0,17.0,19.0,45.0,1.0,H14309-04-03,0.0,41.0,
4830,1.0,48.0,,,45.0,1.0,H14309-04-04,0.0,17.0,
4838,1.0,32.0,11.0,19.0,45.0,1.0,H14309-04-05,0.0,34.0,
4844,1.0,53.0,,,45.0,1.0,H14310-04-01,0.0,17.0,
4850,2.0,56.0,,,45.0,1.0,H14401-04-01,1.0,,
4855,1.0,61.0,,,45.0,1.0,H14402-04-01,0.0,17.0,
4857,1.0,78.0,,,45.0,1.0,H14402-04-02,1.0,11.0,
4864,1.0,41.0,,,45.0,1.0,H14403-04-01,0.0,14.0,
4871,1.0,26.0,,,45.0,1.0,H14404-04-01,0.0,16.0,
4877,2.0,61.0,,,45.0,1.0,H14404-04-02,1.0,,
4880,1.0,29.0,,,45.0,1.0,H14404-04-03,1.0,11.0,
4885,1.0,41.0,,,45.0,1.0,H14405-04-01,0.0,13.0,
4900,2.0,84.0,,,45.0,1.0,H14406-04-01,1.0,,30.0
4910,2.0,68.0,,,45.0,1.0,H14407-04-01,1.0,12.0,
4914,1.0,24.0,,,45.0,1.0,H14407-04-02,0.0,16.0,
4920,1.0,32.0,17.0,19.0,45.0,1.0,H14408-04-01,0.0,17.0,
4926,1.0,71.0,,,45.0,1.0,H14409-04-01,0.0,17.0,6.0
4934,1.0,51.0,,,45.0,1.0,H14410-04-02,0.0,16.0,30.0
4942,1.0,32.0,1.0,19.0,17.0,1.0,H14601-04-01,0.0,61.0,5.0
4943,1.0,32.0,5.0,19.0,18.0,1.0,H14606-04-01,0.0,33.0,
4950,1.0,39.0,9.0,19.0,35.0,0.0,H14612-04-01,0.0,61.0,4.0
4958,1.0,65.0,,,18.0,1.0,H14801-04-01,1.0,13.0,
4959,2.0,38.0,73.0,19.0,18.0,1.0,H14801-04-02,1.0,12.0,
4962,1.0,64.0,,,18.0,1.0,H14802-04-01,1.0,,
4972,1.0,43.0,,,18.0,1.0,H14803-04-01,1.0,14.0,
4980,2.0,70.0,,,18.0,0.0,H14804-04-01,1.0,,
4986,1.0,44.0,,,18.0,1.0,H14805-04-01,1.0,14.0,
4994,1.0,33.0,10.0,9.0,18.0,1.0,H14806-04-01,1.0,14.0,
5001,1.0,80.0,,,18.0,1.0,H14806-04-02,1.0,12.0,30.0
5009,2.0,55.0,,,18.0,1.0,H14806-04-03,1.0,,6.0
5019,1.0,38.0,,,18.0,0.0,H14807-04-01,1.0,13.0,
5027,1.0,17.0,16.0,19.0,18.0,1.0,H14807-04-02,0.0,16.0,
5028,2.0,62.0,,,18.0,1.0,H14808-04-01,1.0,,
5033,1.0,27.0,15.0,19.0,18.0,1.0,H14808-04-02,0.0,17.0,
5037,2.0,31.0,,,18.0,1.0,H14809-04-01,1.0,17.0,
5043,2.0,36.0,,,18.0,1.0,H14810-04-01,1.0,13.0,4.0
5049,1.0,57.0,8.0,7.0,18.0,1.0,H14903-04-01,0.0,16.0,
5058,1.0,21.0,3.0,19.0,18.0,0.0,H14903-04-02,1.0,16.0,
5061,2.0,71.0,,,18.0,0.0,H14904-04-01,1.0,16.0,30.0
5064,1.0,53.0,,,18.0,1.0,H14906-04-01,0.0,14.0,
5070,1.0,21.0,2.0,9.0,18.0,1.0,H14906-04-02,0.0,16.0,
5072,1.0,51.0,,,18.0,1.0,H14907-04-01,0.0,16.0,
5080,1.0,43.0,,,18.0,1.0,H14908-04-01,1.0,12.0,
5086,1.0,34.0,,,18.0,1.0,H14910-04-01,0.0,31.0,
5094,1.0,88.0,,,18.0,0.0,H15002-04-01,0.0,15.0,
5096,1.0,42.0,,,18.0,1.0,H15003-04-01,1.0,12.0,
5099,1.0,66.0,,,18.0,1.0,H15004-04-01,0.0,31.0,7.0
5105,2.0,69.0,,,18.0,1.0,H15005-04-01,1.0,12.0,
5107,2.0,63.0,,,18.0,1.0,H15006-04-01,1.0,,
5111,2.0,44.0,12.0,9.0,18.0,1.0,H15007-04-01,0.0,17.0,
5122,1.0,54.0,,,18.0,1.0,H15007-04-02,0.0,34.0,
5127,1.0,86.0,,,18.0,1.0,H15008-04-01,0.0,16.0,
5129,1.0,24.0,16.0,19.0,18.0,0.0,H15008-04-02,0.0,17.0,
5131,1.0,51.0,13.0,19.0,18.0,1.0,H15009-04-01,0.0,13.0,
5140,2.0,66.0,,,18.0,1.0,H15010-04-01,0.0,13.0,21.0
5152,1.0,51.0,,,18.0,1.0,H15101-04-01,0.0,31.0,
5161,1.0,59.0,,,18.0,1.0,H15102-04-01,0.0,17.0,
5166,1.0,37.0,,,18.0,1.0,H15102-04-02,0.0,15.0,
5167,1.0,37.0,17.0,5.0,18.0,1.0,H15102-04-02,0.0,15.0,
5170,1.0,51.0,2.0,10.0,18.0,1.0,H15103-04-01,0.0,41.0,
5180,2.0,60.0,,,18.0,1.0,H15104-04-01,1.0,12.0,
5184,1.0,45.0,2.0,19.0,18.0,1.0,H15105-04-01,0.0,34.0,
5190,2.0,67.0,,,18.0,1.0,H15106-04-01,1.0,12.0,15.0
5193,2.0,62.0,,,18.0,1.0,H15107-04-01,1.0,13.0,7.0
5197,1.0,48.0,,,18.0,1.0,H15108-04-01,0.0,34.0,7.0
5205,1.0,53.0,,,18.0,1.0,H15109-04-01,1.0,13.0,
5213,1.0,51.0,,,18.0,1.0,H15109-04-02,0.0,41.0,
5217,1.0,57.0,,,18.0,1.0,H15110-04-01,0.0,41.0,
5225,1.0,34.0,,,18.0,1.0,H15301-04-01,1.0,13.0,
5230,1.0,51.0,14.0,19.0,18.0,1.0,H15301-04-02,0.0,17.0,
5234,1.0,51.0,,,18.0,1.0,H15302-04-01,0.0,14.0,10.0
5245,2.0,54.0,,,18.0,1.0,H15304-04-01,0.0,14.0,10.0
5248,1.0,33.0,17.0,19.0,18.0,1.0,H15305-04-01,0.0,31.0,
5254,1.0,35.0,,4.0,18.0,1.0,H15306-04-01,1.0,16.0,
5261,2.0,63.0,,,18.0,1.0,H15308-04-01,1.0,,
5264,1.0,56.0,,,18.0,1.0,H15309-04-01,0.0,16.0,
5268,1.0,28.0,14.0,19.0,18.0,0.0,H15309-04-02,0.0,31.0,
5271,1.0,53.0,73.0,13.0,18.0,1.0,H15310-04-01,0.0,17.0,
5282,1.0,36.0,51.0,1.0,18.0,1.0,H15502-04-01,0.0,17.0,
5287,2.0,59.0,,,18.0,1.0,H15503-04-01,1.0,,
5289,1.0,68.0,,,18.0,1.0,H15504-04-01,1.0,,
5293,1.0,43.0,,,18.0,1.0,H15505-04-01,0.0,17.0,
5300,1.0,69.0,,,18.0,1.0,H15505-04-02,0.0,22.0,
5311,1.0,86.0,,,18.0,1.0,H15506-04-01,1.0,,30.0
5314,1.0,30.0,,,18.0,1.0,H15508-04-01,1.0,12.0,
5319,1.0,54.0,,,18.0,1.0,H15509-04-01,0.0,15.0,7.0
5328,2.0,73.0,,,18.0,1.0,H15510-04-01,1.0,14.0,
5331,1.0,81.0,,,45.0,1.0,H15902-04-01,1.0,10.0,
5333,1.0,64.0,,,45.0,1.0,H15903-04-01,1.0,13.0,
5339,2.0,34.0,,9.0,45.0,1.0,H15904-04-01,1.0,,
5347,1.0,41.0,1.0,19.0,45.0,1.0,H15905-04-01,0.0,34.0,
5355,1.0,48.0,,,45.0,1.0,H15907-04-01,0.0,17.0,
5365,1.0,20.0,2.0,19.0,45.0,0.0,H15907-04-02,0.0,,
5367,2.0,75.0,,,45.0,1.0,H15908-04-01,1.0,,7.0
5368,1.0,71.0,1.0,99.0,45.0,1.0,H15909-04-01,0.0,51.0,
5372,2.0,30.0,3.0,5.0,45.0,1.0,H15909-04-02,0.0,33.0,
5376,1.0,50.0,,,45.0,0.0,H15909-04-03,1.0,,
5388,1.0,79.0,,,45.0,0.0,H15910-04-01,0.0,15.0,
5390,2.0,44.0,,,45.0,1.0,H16201-04-01,1.0,,20.0
5392,1.0,41.0,,,45.0,1.0,H16201-04-02,0.0,17.0,
5396,1.0,81.0,,,45.0,0.0,H16202-04-01,1.0,,6.0
5398,2.0,58.0,,,45.0,1.0,H16203-04-01,1.0,12.0,
5399,1.0,51.0,,,45.0,1.0,H16204-04-01,0.0,17.0,
5409,2.0,69.0,,,45.0,1.0,H16205-04-01,1.0,,7.0
5423,1.0,38.0,,,45.0,1.0,H16206-04-01,0.0,17.0,7.0
5427,2.0,52.0,,,45.0,1.0,H16207-04-01,1.0,12.0,
5429,1.0,72.0,,,45.0,,H16208-04-01,0.0,17.0,30.0
5438,1.0,37.0,61.0,19.0,45.0,1.0,H16209-04-01,0.0,17.0,
5446,1.0,41.0,,,45.0,1.0,H16210-04-01,0.0,41.0,30.0
5456,2.0,61.0,,,45.0,1.0,H16302-04-01,1.0,15.0,3.0
5458,1.0,38.0,,,45.0,1.0,H16304-04-01,0.0,41.0,
5468,1.0,76.0,,,45.0,0.0,H16305-04-01,0.0,17.0,
5470,1.0,46.0,17.0,19.0,45.0,0.0,H16305-04-02,1.0,14.0,
5472,2.0,20.0,11.0,18.0,45.0,1.0,H16305-04-03,0.0,16.0,
5475,1.0,38.0,4.0,18.0,54.0,1.0,H16306-04-01,0.0,51.0,
5481,1.0,40.0,,,45.0,1.0,H16307-04-01,0.0,61.0,
5490,2.0,40.0,3.0,19.0,54.0,1.0,H16308-04-01,0.0,41.0,3.0
5498,1.0,42.0,,,45.0,1.0,H16308-04-02,0.0,41.0,
5507,2.0,69.0,,,45.0,0.0,H16309-04-01,1.0,,
5508,2.0,42.0,,,45.0,1.0,H16310-04-01,1.0,,
5514,1.0,39.0,,,45.0,1.0,H16401-04-01,0.0,17.0,3.0
5525,1.0,36.0,22.0,10.0,45.0,1.0,H16402-04-01,0.0,17.0,7.0
5532,2.0,34.0,,,54.0,1.0,H16403-04-01,1.0,,4.0
5535,2.0,64.0,,,45.0,1.0,H16404-04-01,1.0,22.0,
5540,1.0,50.0,,,45.0,0.0,H16405-04-01,1.0,,30.0
5542,1.0,26.0,,,45.0,1.0,H16405-04-02,0.0,41.0,
5545,1.0,54.0,,,54.0,1.0,H16406-04-01,0.0,17.0,
5555,2.0,55.0,,,45.0,1.0,H16407-04-01,1.0,12.0,
5560,1.0,33.0,,,45.0,1.0,H16407-04-02,0.0,17.0,
5567,2.0,26.0,,,45.0,1.0,H16407-04-03,0.0,17.0,5.0
5571,2.0,46.0,,,54.0,1.0,H16408-04-01,1.0,13.0,7.0
5574,1.0,32.0,13.0,19.0,54.0,1.0,H16409-04-01,0.0,17.0,
5581,1.0,63.0,,,45.0,1.0,H16409-04-02,1.0,16.0,
5586,1.0,31.0,,5.0,45.0,1.0,H16409-04-03,0.0,14.0,
5591,1.0,36.0,16.0,19.0,54.0,1.0,H16409-04-04,0.0,34.0,3.0
5596,2.0,43.0,,,45.0,1.0,H16410-04-01,0.0,16.0,30.0
5605,2.0,79.0,,,45.0,1.0,H16501-04-01,0.0,,5.0
5610,2.0,45.0,,,45.0,1.0,H16501-04-02,0.0,16.0,
5616,1.0,29.0,1.0,19.0,45.0,1.0,H16502-04-01,0.0,14.0,
5621,1.0,34.0,51.0,19.0,45.0,1.0,H16503-04-01,0.0,32.0,
5628,1.0,54.0,,,45.0,1.0,H16505-04-01,0.0,16.0,
5653,1.0,29.0,17.0,19.0,45.0,1.0,H16505-04-02,0.0,17.0,
5656,1.0,27.0,,,45.0,1.0,H16505-04-03,0.0,14.0,
5666,1.0,33.0,8.0,1.0,45.0,1.0,H16506-04-01,0.0,31.0,
5670,2.0,48.0,1.0,19.0,45.0,1.0,H16507-04-01,0.0,13.0,7.0
5679,1.0,53.0,,,45.0,1.0,H16508-04-01,0.0,41.0,
5689,1.0,63.0,73.0,19.0,54.0,1.0,H16509-04-01,0.0,14.0,
5694,1.0,69.0,2.0,10.0,45.0,1.0,H16510-04-01,0.0,17.0,
5702,2.0,52.0,,,18.0,1.0,H16604-04-01,1.0,,8.0
5707,2.0,19.0,17.0,5.0,17.0,0.0,H16604-04-02,0.0,17.0,
5709,1.0,60.0,,,45.0,1.0,H16606-04-01,0.0,13.0,
5718,1.0,45.0,,,47.0,0.0,H16607-04-01,0.0,17.0,
5724,1.0,61.0,,,25.0,1.0,H16609-04-01,0.0,36.0,
5733,1.0,48.0,2.0,9.0,18.0,1.0,H16611-04-01,0.0,61.0,14.0
5739,1.0,38.0,,,31.0,1.0,H16701-04-01,0.0,17.0,8.0
5747,1.0,38.0,12.0,19.0,31.0,1.0,H16702-04-01,0.0,14.0,
5756,2.0,59.0,,,31.0,1.0,H16703-04-01,1.0,,4.0
5762,1.0,21.0,,,18.0,1.0,H16703-04-02,1.0,15.0,
5765,1.0,63.0,,,31.0,1.0,H16704-04-01,1.0,11.0,30.0
5771,1.0,24.0,11.0,19.0,31.0,1.0,H16704-04-02,0.0,15.0,
5774,1.0,67.0,,,31.0,0.0,H16705-04-01,0.0,16.0,
5781,2.0,53.0,,,21.0,0.0,H16707-04-01,1.0,11.0,
5786,1.0,34.0,,9.0,31.0,1.0,H16708-04-01,1.0,15.0,
5795,1.0,58.0,,,31.0,1.0,H16709-04-01,1.0,,
5799,1.0,57.0,,,31.0,1.0,H16710-04-01,0.0,17.0,
5811,1.0,39.0,,,45.0,1.0,H16802-04-01,1.0,14.0,
5817,1.0,40.0,,,47.0,1.0,H16803-04-01,0.0,15.0,
5825,2.0,36.0,,,18.0,1.0,H16804-04-01,1.0,12.0,
5830,2.0,22.0,17.0,1.0,47.0,1.0,H16804-04-03,0.0,16.0,
5833,2.0,41.0,,,47.0,1.0,H16806-04-01,1.0,,
5839,1.0,24.0,,1.0,45.0,1.0,H16806-04-02,0.0,16.0,
5842,1.0,51.0,73.0,13.0,45.0,0.0,H16807-04-01,0.0,17.0,
5849,2.0,32.0,,,45.0,1.0,H16808-04-01,1.0,12.0,
5852,2.0,55.0,,,47.0,1.0,H16809-04-01,1.0,,30.0
5855,1.0,46.0,,,47.0,1.0,H16809-04-02,0.0,15.0,
5861,1.0,31.0,,,35.0,,H16809-04-03,0.0,34.0,
5865,2.0,38.0,17.0,19.0,45.0,1.0,H16810-04-01,1.0,15.0,
5871,1.0,50.0,,,47.0,1.0,H17002-04-01,0.0,51.0,
5878,1.0,44.0,,,47.0,1.0,H17003-04-01,1.0,14.0,
5885,2.0,34.0,,,47.0,1.0,H17005-04-01,0.0,17.0,
5892,2.0,47.0,15.0,19.0,47.0,1.0,H17006-04-01,0.0,15.0,14.0
5896,2.0,82.0,,,47.0,0.0,H17007-04-01,1.0,,7.0
5897,1.0,47.0,,,47.0,1.0,H17007-04-02,1.0,14.0,
5902,2.0,54.0,,,47.0,1.0,H17008-04-01,1.0,15.0,
5910,1.0,59.0,,,47.0,1.0,H17009-04-01,0.0,31.0,
5915,1.0,28.0,31.0,19.0,47.0,1.0,H17009-04-02,0.0,16.0,
5919,1.0,59.0,,,47.0,1.0,H17010-04-01,0.0,51.0,7.0
5926,2.0,24.0,51.0,10.0,47.0,1.0,H17010-04-02,0.0,61.0,
5927,1.0,39.0,,,47.0,0.0,H17101-04-01,1.0,16.0,
5928,1.0,55.0,,,47.0,1.0,H17102-04-01,0.0,17.0,
5932,2.0,41.0,2.0,19.0,47.0,0.0,H17103-04-01,0.0,16.0,
5942,2.0,59.0,1.0,7.0,45.0,0.0,H17105-04-01,1.0,,
5944,1.0,85.0,,,47.0,0.0,H17107-04-01,0.0,15.0,
5946,2.0,71.0,,,47.0,1.0,H17108-04-01,1.0,,30.0
