,sex,age,father_educ,father_ocup,ethnic,bednet,hh,writeread,classeduc,illdays
11710,1.0,44.0,,,28.0,1.0,H30710-04-01,0.0,13.0,
11720,1.0,84.0,,,25.0,0.0,H30802-04-01,1.0,,
11728,1.0,51.0,,,25.0,0.0,H30803-04-01,0.0,12.0,
11733,2.0,63.0,,,25.0,0.0,H30805-04-01,1.0,,
11736,1.0,44.0,12.0,19.0,28.0,0.0,H30805-04-02,0.0,14.0,
11740,1.0,33.0,,,25.0,0.0,H30806-04-01,0.0,15.0,
11746,1.0,73.0,,,25.0,0.0,H30806-04-02,0.0,14.0,
11757,2.0,66.0,,,25.0,1.0,H30807-04-01,1.0,,10.0
11760,1.0,63.0,,,25.0,1.0,H30809-04-01,0.0,14.0,
11765,2.0,36.0,,,28.0,1.0,H30810-04-01,1.0,,
11770,1.0,35.0,1.0,19.0,28.0,1.0,H30811-04-01,0.0,51.0,
11776,1.0,42.0,,,28.0,1.0,H30901-04-01,0.0,16.0,20.0
11781,2.0,39.0,,,28.0,1.0,H30901-04-02,0.0,15.0,
11784,1.0,31.0,1.0,7.0,28.0,0.0,H30903-04-01,0.0,15.0,
11793,2.0,35.0,,,17.0,1.0,H30904-04-01,0.0,15.0,
11794,1.0,51.0,,,17.0,1.0,H30905-04-01,0.0,15.0,
11804,2.0,24.0,15.0,19.0,17.0,1.0,H30905-04-02,0.0,51.0,
11806,2.0,61.0,,,28.0,1.0,H30906-04-01,1.0,,12.0
11816,1.0,34.0,,,17.0,1.0,H30906-04-02,0.0,16.0,
11826,1.0,47.0,15.0,19.0,17.0,1.0,H30907-04-01,0.0,13.0,
11828,1.0,57.0,,,17.0,0.0,H30908-04-01,0.0,10.0,
11834,1.0,41.0,10.0,19.0,28.0,0.0,H30909-04-01,0.0,14.0,
11846,1.0,84.0,,,17.0,1.0,H30910-04-01,0.0,12.0,
11867,2.0,22.0,36.0,19.0,28.0,1.0,H30910-04-02,0.0,32.0,
11868,1.0,40.0,8.0,19.0,28.0,0.0,H30911-04-01,0.0,16.0,
11878,1.0,39.0,73.0,23.0,25.0,0.0,H31001-04-01,0.0,33.0,20.0
11885,1.0,32.0,,19.0,25.0,0.0,H31003-04-01,0.0,17.0,
11891,1.0,59.0,,,25.0,0.0,H31004-04-01,0.0,16.0,
11896,1.0,21.0,16.0,19.0,25.0,1.0,H31004-04-02,0.0,17.0,
11899,1.0,42.0,,,25.0,1.0,H31005-04-02,0.0,31.0,
11903,1.0,52.0,,,25.0,1.0,H31006-04-01,0.0,32.0,
11912,2.0,55.0,,,28.0,1.0,H31007-04-01,1.0,,
11915,2.0,35.0,,,25.0,0.0,H31008-04-01,0.0,15.0,
11919,1.0,72.0,,,25.0,1.0,H31010-04-01,0.0,16.0,
11922,1.0,42.0,,,25.0,0.0,H31101-04-01,0.0,61.0,
11923,1.0,44.0,,,25.0,1.0,H31101-04-02,0.0,34.0,
11930,1.0,30.0,,,28.0,0.0,H31101-04-03,0.0,16.0,
11934,2.0,69.0,,,28.0,0.0,H31102-04-01,1.0,,14.0
11938,1.0,38.0,,,25.0,0.0,H31103-04-01,0.0,15.0,
11945,1.0,37.0,,,25.0,1.0,H31105-04-01,1.0,11.0,
11953,2.0,75.0,,,28.0,1.0,H31107-04-01,1.0,,
11960,1.0,47.0,,,23.0,1.0,H31108-04-01,1.0,13.0,
11963,2.0,65.0,,,25.0,1.0,H31109-04-01,1.0,,14.0
11968,1.0,34.0,,,25.0,1.0,H31109-04-02,0.0,13.0,
11975,1.0,39.0,,19.0,28.0,1.0,H31109-04-03,0.0,17.0,
11982,1.0,40.0,15.0,19.0,25.0,,H31110-04-01,0.0,15.0,
11987,1.0,67.0,,,25.0,0.0,H31701-04-01,0.0,16.0,
11993,1.0,33.0,,,25.0,0.0,H31702-04-01,0.0,32.0,
12000,2.0,55.0,4.0,19.0,25.0,0.0,H31703-04-01,0.0,16.0,
12005,1.0,26.0,2.0,19.0,25.0,1.0,H31703-04-02,0.0,16.0,14.0
12006,1.0,26.0,,,28.0,1.0,H31703-04-03,0.0,51.0,
12008,1.0,56.0,,,25.0,1.0,H31704-04-01,0.0,61.0,
12010,1.0,37.0,,,25.0,0.0,H31706-04-01,0.0,51.0,
12016,1.0,58.0,,,25.0,0.0,H31706-04-02,0.0,16.0,
12021,1.0,38.0,33.0,19.0,25.0,,H31707-04-01,0.0,16.0,
12028,1.0,40.0,16.0,19.0,25.0,0.0,H31708-04-01,0.0,34.0,
12038,1.0,46.0,,,25.0,0.0,H31709-04-01,0.0,17.0,
12043,1.0,72.0,,,25.0,0.0,H31710-04-01,0.0,12.0,
12050,1.0,41.0,,,38.0,0.0,H31901-04-01,0.0,13.0,
12051,1.0,68.0,,,38.0,0.0,H31902-04-01,1.0,,14.0
12057,1.0,30.0,,,38.0,1.0,H31903-04-01,0.0,16.0,
12063,1.0,56.0,,,38.0,0.0,H31904-04-01,0.0,15.0,14.0
12064,1.0,69.0,,,38.0,0.0,H31907-04-01,0.0,51.0,14.0
12073,1.0,46.0,,,17.0,1.0,H31908-04-01,0.0,17.0,
12083,1.0,32.0,4.0,1.0,38.0,1.0,H31909-04-01,0.0,16.0,
12090,1.0,39.0,,,38.0,1.0,H31910-04-01,0.0,17.0,
12096,2.0,38.0,2.0,19.0,38.0,0.0,H32101-04-01,0.0,16.0,30.0
12103,1.0,28.0,2.0,19.0,38.0,1.0,H32102-04-01,0.0,15.0,
12104,1.0,52.0,,,38.0,1.0,H32103-04-01,0.0,51.0,3.0
12119,1.0,96.0,,,38.0,1.0,H32104-04-01,1.0,,30.0
12120,1.0,96.0,,,38.0,1.0,H32104-04-01,1.0,,4.0
12121,1.0,96.0,,,38.0,1.0,H32104-04-02,0.0,16.0,30.0
12122,1.0,96.0,,,38.0,1.0,H32104-04-02,0.0,16.0,4.0
12123,1.0,96.0,,9.0,38.0,1.0,H32104-04-01,1.0,,30.0
12124,1.0,96.0,,9.0,38.0,1.0,H32104-04-01,1.0,,4.0
12125,1.0,96.0,,9.0,38.0,1.0,H32104-04-02,0.0,16.0,30.0
12126,1.0,96.0,,9.0,38.0,1.0,H32104-04-02,0.0,16.0,4.0
12127,1.0,52.0,,,38.0,1.0,H32104-04-01,1.0,,30.0
12128,1.0,52.0,,,38.0,1.0,H32104-04-01,1.0,,4.0
12129,1.0,52.0,,,38.0,1.0,H32104-04-02,0.0,16.0,30.0
12130,1.0,52.0,,,38.0,1.0,H32104-04-02,0.0,16.0,4.0
12131,1.0,52.0,,9.0,38.0,1.0,H32104-04-01,1.0,,30.0
12132,1.0,52.0,,9.0,38.0,1.0,H32104-04-01,1.0,,4.0
12133,1.0,52.0,,9.0,38.0,1.0,H32104-04-02,0.0,16.0,30.0
12134,1.0,52.0,,9.0,38.0,1.0,H32104-04-02,0.0,16.0,4.0
12138,1.0,32.0,,,38.0,1.0,H32105-04-01,0.0,32.0,
12143,2.0,56.0,,,28.0,1.0,H32106-04-01,0.0,17.0,
12151,1.0,38.0,,,38.0,1.0,H32106-04-02,0.0,61.0,
12157,1.0,31.0,,19.0,25.0,1.0,H32106-04-03,0.0,51.0,
12160,1.0,27.0,,,38.0,,H32106-04-04,0.0,61.0,4.0
12161,1.0,27.0,,,38.0,1.0,H32106-04-04,0.0,61.0,4.0
12162,1.0,23.0,,,38.0,1.0,H32106-04-05,0.0,41.0,7.0
12163,1.0,23.0,,,38.0,1.0,H32106-04-05,0.0,41.0,7.0
12165,1.0,40.0,,,38.0,1.0,H32108-04-01,0.0,22.0,4.0
12173,1.0,26.0,,,38.0,1.0,H32109-04-01,0.0,13.0,
12176,2.0,56.0,,,38.0,1.0,H32201-04-01,0.0,15.0,
12179,2.0,73.0,,,38.0,1.0,H32202-04-01,1.0,,7.0
12186,1.0,43.0,14.0,19.0,38.0,1.0,H32203-04-01,0.0,16.0,
12198,1.0,54.0,12.0,19.0,38.0,1.0,H32204-04-01,0.0,13.0,14.0
12207,2.0,37.0,34.0,5.0,25.0,0.0,H32205-04-01,0.0,34.0,
12211,1.0,46.0,,19.0,38.0,1.0,H32205-04-02,0.0,15.0,
12212,1.0,37.0,,,38.0,1.0,H32206-04-01,0.0,12.0,
12223,2.0,31.0,14.0,19.0,38.0,1.0,H32207-04-01,1.0,,30.0
12225,1.0,56.0,,13.0,38.0,1.0,H32209-04-01,0.0,17.0,10.0
12235,1.0,32.0,,5.0,38.0,1.0,H32209-04-02,0.0,22.0,
12238,1.0,33.0,,,17.0,1.0,H32401-04-01,1.0,,
12244,1.0,33.0,,1.0,17.0,1.0,H32402-04-01,0.0,61.0,
12248,2.0,49.0,,,17.0,0.0,H32403-04-01,0.0,34.0,
12251,1.0,34.0,,19.0,17.0,1.0,H32404-04-01,0.0,17.0,
12255,1.0,30.0,,,17.0,1.0,H32405-04-01,0.0,31.0,
12260,1.0,41.0,,19.0,17.0,1.0,H32406-04-01,0.0,61.0,
12264,1.0,34.0,,5.0,17.0,0.0,H32407-04-01,0.0,31.0,
12265,1.0,64.0,,,17.0,0.0,H32408-04-01,0.0,51.0,
12271,1.0,38.0,12.0,21.0,28.0,1.0,H32409-04-01,0.0,16.0,
12275,1.0,19.0,,19.0,17.0,1.0,H32410-04-01,0.0,33.0,
12277,1.0,48.0,8.0,19.0,47.0,0.0,H32501-04-01,0.0,17.0,
12278,1.0,43.0,33.0,5.0,17.0,1.0,H32502-04-01,0.0,17.0,
12279,1.0,44.0,,,11.0,1.0,H32503-04-01,0.0,32.0,
12287,2.0,17.0,,,17.0,1.0,H32504-04-01,0.0,32.0,2.0
12291,2.0,25.0,15.0,19.0,17.0,0.0,H32505-04-01,0.0,17.0,4.0
12292,1.0,45.0,,,17.0,1.0,H32506-04-01,0.0,33.0,
12297,1.0,27.0,,,28.0,1.0,H32507-04-01,0.0,33.0,
12299,2.0,23.0,34.0,19.0,96.0,1.0,H32508-04-01,0.0,34.0,3.0
12302,1.0,38.0,,,30.0,0.0,H32509-04-01,1.0,14.0,28.0
12307,1.0,60.0,,,16.0,0.0,H32510-04-01,0.0,14.0,
12309,1.0,27.0,,,17.0,0.0,H32601-04-01,0.0,17.0,
12310,1.0,57.0,,,17.0,1.0,H32602-04-01,0.0,61.0,
12316,1.0,27.0,,,21.0,1.0,H32603-04-01,0.0,15.0,
12318,2.0,21.0,34.0,19.0,17.0,1.0,H32604-04-01,0.0,41.0,14.0
12319,1.0,35.0,36.0,5.0,54.0,1.0,H32605-04-01,0.0,36.0,
12324,1.0,21.0,34.0,19.0,17.0,0.0,H32606-04-01,0.0,31.0,14.0
12327,1.0,45.0,,,35.0,0.0,H32607-04-01,0.0,33.0,5.0
12336,1.0,24.0,13.0,19.0,57.0,1.0,H32608-04-01,0.0,32.0,
12338,1.0,32.0,,,17.0,1.0,H32609-04-01,0.0,31.0,
12341,2.0,35.0,51.0,10.0,96.0,1.0,H32610-04-01,0.0,14.0,
12348,1.0,73.0,,,17.0,0.0,H32701-04-01,0.0,61.0,
12357,1.0,69.0,,,16.0,1.0,H32702-04-01,0.0,61.0,
12361,1.0,31.0,73.0,10.0,96.0,1.0,H32703-04-01,0.0,61.0,
12367,1.0,45.0,,,28.0,1.0,H32704-04-01,0.0,36.0,
12371,1.0,46.0,61.0,10.0,96.0,1.0,H32705-04-01,0.0,61.0,
12375,1.0,38.0,51.0,1.0,17.0,1.0,H32707-04-01,0.0,51.0,3.0
12379,2.0,41.0,,,17.0,,H32708-04-01,0.0,51.0,
12386,2.0,47.0,,,38.0,1.0,H32709-04-01,0.0,51.0,
12390,1.0,30.0,,,17.0,1.0,H32710-04-01,0.0,32.0,
12396,1.0,29.0,,,17.0,1.0,H32801-04-01,0.0,51.0,
12400,1.0,51.0,,,17.0,1.0,H32802-04-01,0.0,31.0,12.0
12402,1.0,30.0,5.0,5.0,17.0,1.0,H32803-04-01,0.0,61.0,
12404,2.0,53.0,,,17.0,1.0,H32804-04-01,0.0,32.0,
12412,1.0,63.0,,,17.0,0.0,H32805-04-01,1.0,15.0,30.0
12419,2.0,75.0,,,17.0,1.0,H32806-04-01,0.0,,
12427,1.0,31.0,,,17.0,1.0,H32807-04-01,0.0,34.0,
12433,2.0,29.0,34.0,1.0,96.0,0.0,H32810-04-01,0.0,34.0,
12436,1.0,43.0,,,28.0,1.0,H32901-04-01,0.0,61.0,
12442,1.0,41.0,6.0,10.0,17.0,0.0,H32902-04-01,0.0,51.0,
12446,2.0,30.0,,,28.0,1.0,H32903-04-01,0.0,,
12448,2.0,29.0,,,17.0,1.0,H32904-04-01,0.0,34.0,
12451,2.0,26.0,,,17.0,1.0,H32905-04-01,0.0,41.0,
12455,1.0,27.0,,,17.0,1.0,H32906-04-01,0.0,61.0,5.0
12456,1.0,32.0,,,17.0,1.0,H32907-04-01,0.0,51.0,
12459,1.0,27.0,,,17.0,1.0,H32908-04-01,0.0,,
12462,1.0,34.0,,,17.0,1.0,H32909-04-01,0.0,32.0,
12468,1.0,25.0,10.0,19.0,25.0,0.0,H32910-04-01,0.0,34.0,
12470,1.0,45.0,,,17.0,1.0,H33001-04-01,0.0,15.0,2.0
12482,1.0,52.0,,,35.0,1.0,H33002-04-01,0.0,36.0,
12493,1.0,55.0,,,17.0,1.0,H33003-04-01,0.0,17.0,
12496,1.0,23.0,8.0,19.0,17.0,1.0,H33004-04-01,0.0,34.0,
12498,2.0,41.0,,,17.0,0.0,H33005-04-01,0.0,51.0,
12502,1.0,27.0,,,17.0,1.0,H33008-04-01,0.0,10.0,
12506,1.0,34.0,,19.0,17.0,0.0,H33101-04-01,0.0,34.0,
12509,1.0,44.0,17.0,10.0,17.0,1.0,H33102-04-01,0.0,36.0,2.0
12512,1.0,52.0,,,17.0,1.0,H33103-04-01,0.0,17.0,
12522,1.0,61.0,,,18.0,0.0,H33104-04-01,0.0,14.0,
12523,1.0,39.0,10.0,4.0,18.0,1.0,H33105-04-01,0.0,17.0,
12528,2.0,61.0,,,17.0,0.0,H33106-04-01,1.0,22.0,
12530,1.0,63.0,,,17.0,1.0,H33107-04-01,0.0,12.0,
12538,1.0,39.0,,19.0,17.0,0.0,H33108-04-01,0.0,34.0,4.0
12543,1.0,35.0,,,26.0,1.0,H33109-04-01,0.0,51.0,
12548,1.0,30.0,8.0,99.0,17.0,1.0,H33110-04-01,0.0,34.0,3.0
12551,1.0,47.0,,,17.0,1.0,H33201-04-01,0.0,36.0,3.0
12557,1.0,52.0,,,17.0,1.0,H33202-04-01,0.0,36.0,
12568,1.0,35.0,,,17.0,1.0,H33203-04-01,0.0,61.0,
12571,2.0,26.0,34.0,5.0,17.0,0.0,H33204-04-01,0.0,34.0,
12572,1.0,69.0,,,17.0,1.0,H33205-04-01,0.0,,
12578,1.0,33.0,,,28.0,1.0,H33206-04-01,0.0,61.0,
12580,2.0,25.0,1.0,5.0,17.0,1.0,H33208-04-01,0.0,51.0,
12582,1.0,30.0,,5.0,17.0,0.0,H33209-04-01,0.0,34.0,
12585,1.0,42.0,,10.0,17.0,1.0,H33210-04-01,0.0,36.0,
12594,1.0,32.0,,14.0,28.0,,H33301-04-01,0.0,51.0,
12598,1.0,21.0,36.0,5.0,17.0,1.0,H33302-04-01,0.0,36.0,
12600,2.0,53.0,,,26.0,1.0,H33303-04-01,0.0,17.0,3.0
12604,1.0,28.0,34.0,19.0,16.0,1.0,H33304-04-01,0.0,34.0,
12605,1.0,26.0,32.0,19.0,25.0,1.0,H33305-04-01,0.0,35.0,
12606,1.0,51.0,,,28.0,1.0,H33306-04-01,0.0,34.0,
12612,2.0,77.0,,,17.0,0.0,H33307-04-01,1.0,,7.0
12615,1.0,42.0,,,17.0,1.0,H33308-04-01,0.0,51.0,14.0
12619,2.0,30.0,,,28.0,1.0,H33309-04-01,0.0,36.0,
12622,1.0,47.0,,,35.0,1.0,H33310-04-01,0.0,36.0,
12627,1.0,46.0,,,17.0,1.0,H33401-04-01,0.0,32.0,7.0
12633,1.0,25.0,2.0,21.0,25.0,0.0,H33402-04-01,0.0,51.0,5.0
12636,1.0,66.0,,,17.0,1.0,H33403-04-01,0.0,17.0,
12646,2.0,65.0,,,17.0,1.0,H33404-04-01,0.0,22.0,3.0
12662,1.0,33.0,5.0,5.0,17.0,1.0,H33405-04-01,0.0,61.0,3.0
12666,1.0,30.0,,,16.0,0.0,H33406-04-01,0.0,51.0,
12667,1.0,26.0,,,30.0,1.0,H33407-04-01,0.0,36.0,7.0
12670,1.0,42.0,,,11.0,1.0,H33408-04-01,0.0,51.0,
12676,2.0,32.0,17.0,19.0,28.0,1.0,H33410-04-01,0.0,34.0,
12678,2.0,45.0,,,30.0,1.0,H33501-04-01,1.0,,
12682,1.0,35.0,73.0,19.0,30.0,1.0,H33502-04-01,0.0,14.0,7.0
12687,1.0,60.0,,,17.0,0.0,H33503-04-01,0.0,16.0,2.0
12696,1.0,77.0,,,73.0,1.0,H33504-04-01,1.0,,7.0
12702,1.0,40.0,73.0,19.0,73.0,1.0,H33505-04-01,0.0,17.0,
12707,1.0,47.0,,,17.0,1.0,H33506-04-01,0.0,32.0,
12716,2.0,42.0,,1.0,17.0,1.0,H33507-04-01,0.0,32.0,7.0
12721,1.0,36.0,,,73.0,,H33508-04-01,0.0,15.0,
12731,1.0,91.0,,,73.0,1.0,H33509-04-01,1.0,13.0,7.0
12732,1.0,60.0,,,28.0,1.0,H33510-04-01,0.0,17.0,7.0
12741,2.0,22.0,,,16.0,0.0,H33601-04-01,0.0,34.0,
12744,2.0,45.0,,,17.0,0.0,H33602-04-01,0.0,33.0,
12750,1.0,34.0,,,17.0,0.0,H33603-04-01,0.0,33.0,2.0
12755,1.0,40.0,,,17.0,1.0,H33604-04-01,0.0,16.0,4.0
12764,1.0,47.0,,,17.0,0.0,H33605-04-01,0.0,16.0,4.0
12769,1.0,43.0,,,17.0,1.0,H33606-04-01,0.0,14.0,
12778,1.0,25.0,8.0,5.0,17.0,1.0,H33607-04-01,0.0,16.0,
12782,1.0,23.0,,4.0,17.0,1.0,H33608-04-01,0.0,32.0,
12783,1.0,41.0,22.0,19.0,17.0,0.0,H33609-04-01,0.0,32.0,
12789,1.0,28.0,,,17.0,1.0,H33610-04-01,0.0,16.0,5.0
12795,1.0,37.0,,,38.0,1.0,H33701-04-01,0.0,,
12797,1.0,48.0,,,17.0,1.0,H33702-04-01,0.0,61.0,
12805,1.0,42.0,,,18.0,1.0,H33703-04-01,0.0,61.0,
12811,1.0,44.0,10.0,10.0,25.0,1.0,H33704-04-01,0.0,16.0,5.0
12812,2.0,65.0,,,17.0,1.0,H33705-04-01,0.0,17.0,
12813,1.0,28.0,32.0,21.0,17.0,1.0,H33706-04-01,0.0,61.0,7.0
12817,2.0,37.0,61.0,5.0,17.0,1.0,H33707-04-01,0.0,51.0,14.0
12821,2.0,34.0,,88.0,17.0,1.0,H33708-04-01,0.0,41.0,2.0
12823,1.0,54.0,,,17.0,0.0,H33709-04-01,0.0,16.0,
12824,2.0,51.0,,,17.0,1.0,H33710-04-01,0.0,34.0,
12825,2.0,61.0,,,17.0,1.0,H33801-04-01,1.0,11.0,23.0
12831,2.0,32.0,,,17.0,1.0,H33802-04-01,0.0,32.0,
12833,1.0,24.0,1.0,19.0,32.0,0.0,H33803-04-01,0.0,17.0,
12834,1.0,36.0,,,17.0,0.0,H33804-04-01,0.0,16.0,
12837,2.0,27.0,,,17.0,0.0,H33805-04-01,0.0,14.0,
12843,1.0,66.0,,,17.0,1.0,H33806-04-01,0.0,15.0,
12847,1.0,54.0,,,32.0,1.0,H33807-04-01,0.0,,
12860,2.0,47.0,,,17.0,1.0,H33808-04-01,0.0,15.0,6.0
12865,2.0,65.0,,,25.0,1.0,H33809-04-01,0.0,,5.0
12870,1.0,22.0,,18.0,96.0,0.0,H33810-04-01,0.0,17.0,
12871,1.0,24.0,,18.0,17.0,1.0,H33901-04-01,0.0,15.0,6.0
12873,2.0,80.0,,,17.0,1.0,H33902-04-01,0.0,23.0,21.0
12874,1.0,38.0,,,17.0,1.0,H33903-04-01,0.0,17.0,
12881,1.0,24.0,16.0,18.0,45.0,1.0,H33904-04-01,0.0,35.0,3.0
12884,1.0,38.0,,4.0,17.0,1.0,H33905-04-01,0.0,12.0,
12887,1.0,23.0,,,47.0,1.0,H33906-04-01,0.0,51.0,3.0
12888,2.0,50.0,21.0,19.0,17.0,1.0,H33907-04-01,0.0,17.0,
12895,1.0,49.0,,,12.0,,H33908-04-01,0.0,32.0,
12904,2.0,30.0,,5.0,32.0,1.0,H33909-04-01,0.0,35.0,
12907,1.0,44.0,,,35.0,1.0,H33910-04-01,0.0,36.0,5.0
12908,1.0,23.0,,,17.0,1.0,H34001-04-01,0.0,16.0,
12909,1.0,29.0,,,17.0,0.0,H34002-04-01,0.0,16.0,4.0
12915,1.0,57.0,,,17.0,1.0,H34003-04-01,1.0,17.0,
12917,1.0,38.0,,,17.0,1.0,H34004-04-01,0.0,17.0,
12922,2.0,30.0,13.0,19.0,17.0,1.0,H34005-04-01,0.0,32.0,7.0
12929,2.0,76.0,,,17.0,1.0,H34006-04-01,1.0,16.0,20.0
12934,2.0,75.0,,,17.0,1.0,H34007-04-01,0.0,16.0,
12937,1.0,33.0,,,17.0,1.0,H34008-04-01,0.0,16.0,7.0
12946,1.0,35.0,,,73.0,1.0,H34009-04-01,0.0,,
12949,2.0,80.0,,,17.0,0.0,H34010-04-01,1.0,,20.0
12955,1.0,57.0,,,17.0,1.0,H34101-04-01,0.0,13.0,20.0
12961,1.0,35.0,,,17.0,1.0,H34102-04-01,0.0,15.0,4.0
12966,1.0,60.0,,,17.0,1.0,H34103-04-01,0.0,31.0,
12971,1.0,65.0,,,17.0,,H34104-04-01,0.0,17.0,
12977,2.0,65.0,,,73.0,0.0,H34105-04-01,1.0,,
12979,1.0,29.0,,,28.0,1.0,H34106-04-01,0.0,14.0,
12982,1.0,40.0,,,28.0,0.0,H34107-04-01,0.0,16.0,
12988,1.0,30.0,,,28.0,1.0,H34108-04-01,0.0,32.0,
12993,2.0,48.0,17.0,19.0,17.0,1.0,H34109-04-01,0.0,13.0,2.0
12996,2.0,56.0,,,25.0,1.0,H34110-04-01,0.0,10.0,10.0
13001,1.0,36.0,2.0,9.0,28.0,1.0,H34201-04-01,0.0,16.0,14.0
13008,1.0,28.0,,,28.0,1.0,H34202-04-01,0.0,17.0,14.0
13010,1.0,69.0,,,28.0,0.0,H34203-04-01,1.0,,30.0
13017,1.0,33.0,,,28.0,1.0,H34204-04-01,0.0,17.0,7.0
13026,2.0,50.0,,,28.0,1.0,H34205-04-01,1.0,11.0,7.0
13027,2.0,56.0,,,28.0,1.0,H34206-04-01,1.0,11.0,
13031,1.0,41.0,,,28.0,1.0,H34207-04-01,0.0,17.0,
13036,2.0,63.0,,,28.0,1.0,H34208-04-01,1.0,,14.0
13040,1.0,23.0,,,28.0,1.0,H34209-04-01,0.0,16.0,
13043,1.0,29.0,,19.0,28.0,1.0,H34210-04-01,0.0,17.0,
13048,1.0,27.0,17.0,19.0,17.0,1.0,H34301-04-01,0.0,15.0,1.0
13052,1.0,60.0,,,30.0,1.0,H34302-04-01,0.0,17.0,12.0
13058,2.0,50.0,,,30.0,,H34303-04-01,1.0,,4.0
13062,2.0,62.0,73.0,19.0,28.0,0.0,H34304-04-01,1.0,,12.0
13069,2.0,31.0,,18.0,16.0,1.0,H34305-04-01,0.0,15.0,
13074,1.0,35.0,,,28.0,1.0,H34306-04-01,0.0,13.0,
13082,2.0,54.0,,,28.0,0.0,H34308-04-01,0.0,13.0,17.0
13092,1.0,42.0,,,30.0,1.0,H34309-04-01,1.0,13.0,
13093,1.0,36.0,,,17.0,1.0,H34310-04-01,0.0,17.0,5.0
13098,2.0,41.0,,,24.0,0.0,H34401-04-02,1.0,,7.0
13103,1.0,35.0,,,18.0,1.0,H34402-04-01,0.0,14.0,4.0
13111,2.0,93.0,,,30.0,1.0,H34403-04-01,1.0,,30.0
13114,1.0,26.0,2.0,10.0,24.0,1.0,H34404-04-01,1.0,17.0,
13119,1.0,43.0,1.0,19.0,45.0,1.0,H34405-04-01,0.0,15.0,
13130,1.0,38.0,,,35.0,0.0,H34406-04-01,0.0,34.0,4.0
13142,1.0,42.0,,,35.0,1.0,H34407-04-01,0.0,13.0,
13151,1.0,75.0,,,24.0,0.0,H34409-04-01,1.0,,18.0
13154,1.0,22.0,,19.0,34.0,1.0,H34410-04-01,0.0,16.0,
13158,2.0,48.0,3.0,1.0,17.0,1.0,H34501-04-01,0.0,34.0,7.0
13167,1.0,29.0,,,35.0,0.0,H34502-04-01,0.0,31.0,21.0
13170,1.0,59.0,,,17.0,1.0,H34503-04-01,0.0,34.0,4.0
13178,2.0,24.0,,,17.0,1.0,H34504-04-01,0.0,36.0,
13179,2.0,23.0,8.0,99.0,17.0,1.0,H34505-04-01,0.0,61.0,
13181,1.0,30.0,,,25.0,0.0,H34506-04-01,0.0,15.0,
13184,1.0,30.0,16.0,19.0,25.0,1.0,H34507-04-01,0.0,17.0,
13187,2.0,38.0,17.0,4.0,17.0,0.0,H34508-04-01,0.0,16.0,
13192,1.0,38.0,,,17.0,1.0,H34509-04-01,0.0,17.0,
13196,2.0,51.0,,,17.0,0.0,H34510-04-01,0.0,33.0,
13200,1.0,23.0,,,17.0,1.0,H34601-04-01,0.0,33.0,2.0
13201,2.0,40.0,,9.0,17.0,0.0,H34602-04-01,0.0,32.0,2.0
13205,1.0,35.0,,,17.0,0.0,H34603-04-01,0.0,16.0,
13214,2.0,70.0,,,17.0,0.0,H34604-04-01,0.0,16.0,25.0
13219,1.0,55.0,,,17.0,1.0,H34605-04-01,0.0,14.0,
13226,1.0,46.0,,,25.0,1.0,H34606-04-01,0.0,32.0,7.0
13234,1.0,51.0,70.0,5.0,17.0,1.0,H34607-04-01,0.0,51.0,
13240,1.0,25.0,21.0,19.0,17.0,0.0,H34608-04-01,0.0,17.0,
13243,2.0,27.0,16.0,19.0,30.0,0.0,H34610-04-01,0.0,17.0,
13248,1.0,28.0,,19.0,28.0,1.0,H34701-04-01,0.0,51.0,
13255,1.0,48.0,,,17.0,0.0,H34703-04-01,1.0,14.0,
13263,1.0,44.0,34.0,1.0,35.0,1.0,H34704-04-01,0.0,51.0,
13271,1.0,34.0,,,17.0,1.0,H34705-04-01,0.0,61.0,3.0
13280,2.0,29.0,,,28.0,0.0,H34706-04-01,0.0,34.0,
13282,2.0,58.0,,,17.0,1.0,H34707-04-01,0.0,17.0,15.0
13305,1.0,27.0,,5.0,28.0,1.0,H34708-04-01,0.0,32.0,7.0
13306,1.0,54.0,,,17.0,0.0,H34709-04-01,0.0,61.0,7.0
13307,1.0,39.0,,,17.0,1.0,H34710-04-01,0.0,61.0,
13311,2.0,31.0,70.0,19.0,28.0,1.0,H34901-04-01,0.0,51.0,3.0
13316,1.0,40.0,,,57.0,,H34902-04-01,0.0,33.0,
13320,1.0,45.0,,,17.0,1.0,H34903-04-01,0.0,34.0,5.0
13326,2.0,26.0,15.0,19.0,17.0,1.0,H34904-04-01,0.0,34.0,
13329,1.0,23.0,17.0,18.0,17.0,,H34905-04-01,0.0,34.0,
13335,1.0,38.0,,19.0,25.0,1.0,H34906-04-01,0.0,34.0,
13341,1.0,46.0,,,35.0,1.0,H34907-04-01,0.0,34.0,3.0
13344,1.0,24.0,17.0,5.0,17.0,0.0,H34908-04-01,0.0,51.0,10.0
13345,1.0,39.0,,88.0,17.0,1.0,H34910-04-01,0.0,61.0,
13353,1.0,79.0,,,17.0,1.0,H35001-04-01,0.0,21.0,14.0
13362,1.0,48.0,,,17.0,0.0,H35002-04-01,0.0,,7.0
13370,2.0,54.0,,,17.0,1.0,H35003-04-01,1.0,12.0,5.0
13373,2.0,42.0,,,17.0,0.0,H35004-04-01,0.0,15.0,
