hh,own_quant,own_value
H38702-04-01,1716.0,967200.0
H38703-04-01,676.0,514800.0
H38704-04-01,676.0,520000.0
H38705-04-01,676.0,410800.0
H38706-04-01,416.0,234000.0
H38707-04-01,,
H38708-04-01,1040.0,104000.0
H38709-04-01,884.0,447200.0
H38710-04-01,2132.0,1253200.0
H38801-04-01,624.0,358800.0
H38802-04-01,728.0,223600.0
H38803-04-01,988.0,202800.0
H38804-04-01,962.0,1222000.0
H38805-04-01,1092.0,530400.0
H38806-04-01,546.0,343200.0
H38807-04-01,2275.0,1344200.0
H38808-04-01,1612.0,1227200.0
H38809-04-01,624.0,894400.0
H38901-04-01,,
H38902-04-01,,
H38903-04-01,,
H38904-04-01,,
H38905-04-01,,
H38906-04-01,,
H38907-04-01,,
H38908-04-01,,
H38909-04-01,,
H38910-04-01,,
H39001-04-01,,
H39002-04-01,2808.0,1638000.0
H39003-04-01,1196.0,738400.0
H39004-04-01,520.0,213200.0
H39005-04-01,468.0,405600.0
H39006-04-01,884.0,525200.0
H39007-04-01,936.0,234000.0
H39008-04-01,520.0,410800.0
H39009-04-01,780.0,218400.0
H39010-04-01,884.0,218400.0
H39101-04-01,728.0,431600.0
H39102-04-01,676.0,483600.0
H39103-04-01,1950.0,1154400.0
H39104-04-01,780.0,598000.0
H39105-04-01,1144.0,353600.0
H39106-04-01,156.0,156000.0
H39107-04-01,364.0,140400.0
H39109-04-01,1872.0,239200.0
H39110-04-01,260.0,26000.0
H39301-04-01,1300.0,468000.0
H39302-04-01,364.0,234000.0
H39303-04-01,832.0,270400.0
H39304-04-01,1560.0,312000.0
H39305-04-01,1456.0,145600.0
H39307-04-01,936.0,93600.0
H39308-04-01,1560.0,509600.0
H39309-04-01,5148.0,1175200.0
H39310-04-01,5252.0,1482000.0
H39401-04-01,936.0,852800.0
H39402-04-01,312.0,223600.0
H39403-04-01,780.0,234000.0
H39404-04-01,416.0,338000.0
H39405-04-01,156.0,260000.0
H39406-04-01,364.0,260000.0
H39407-04-01,1872.0,561600.0
H39408-04-01,1820.0,364000.0
H39409-04-01,728.0,2184000.0
H39410-04-01,,
H39501-04-01,2964.0,1804400.0
H39502-04-01,1092.0,634400.0
H39503-04-01,2548.0,1658800.0
H39504-04-01,1924.0,587600.0
H39505-04-01,3016.0,1991600.0
H39506-04-01,1508.0,618800.0
H39507-04-01,1664.0,1518400.0
H39509-04-01,988.0,592800.0
H39510-04-01,962.0,650000.0
H39601-04-01,364.0,728000.0
H39602-04-01,,
H39603-04-01,,
H39604-04-01,520.0,166400.0
H39605-04-01,,
H39606-04-01,,
H39607-04-01,572.0,150800.0
H39608-04-01,,
H39609-04-01,728.0,218400.0
H39610-04-01,,
H39701-04-01,832.0,509600.0
H39702-04-01,312.0,135200.0
H39703-04-01,1352.0,811200.0
H39704-04-01,,
H39705-04-01,1768.0,1872000.0
H39706-04-01,897.0,442000.0
H39707-04-01,1352.0,577200.0
H39708-04-01,572.0,286000.0
H39709-04-01,520.0,286000.0
H39710-04-01,754.0,530400.0
H39801-04-01,1924.0,728000.0
H39802-04-01,988.0,1071200.0
H39803-04-01,780.0,286000.0
H39804-04-01,2860.0,936000.0
H39805-04-01,728.0,254800.0
H39806-04-01,832.0,187200.0
H39807-04-01,312.0,239200.0
H39808-04-01,260.0,234000.0
H39809-04-01,988.0,182000.0
H39810-04-01,572.0,369200.0
H39901-04-01,1040.0,530400.0
H39902-04-01,3848.0,1830400.0
H39903-04-01,2964.0,2168400.0
H39904-04-01,364.0,104000.0
H39905-04-01,1248.0,499200.0
H39906-04-01,2236.0,379600.0
H39907-04-01,1092.0,353600.0
H39908-04-01,1352.0,270400.0
H39909-04-01,1872.0,977600.0
H39910-04-01,1248.0,416000.0
H40001-04-01,936.0,582400.0
H40002-04-01,208.0,41600.0
H40003-04-01,1716.0,390000.0
H40004-04-01,1976.0,728000.0
H40005-04-02,,
H40006-04-01,260.0,52000.0
H40007-04-01,2808.0,1414400.0
H40008-04-01,2652.0,1185600.0
H40009-04-01,1248.0,634400.0
H40010-04-01,1248.0,561600.0
H40101-04-01,1144.0,644800.0
H40102-04-01,312.0,312000.0
H40103-04-01,988.0,249600.0
H40104-04-01,364.0,291200.0
H40105-04-01,1612.0,1357200.0
H40106-04-01,1560.0,1560000.0
H40107-04-01,,
H40108-04-01,,
H40109-04-01,988.0,1008800.0
H40110-04-01,416.0,265200.0
H40201-04-01,2834.0,1008800.0
H40202-04-01,728.0,728000.0
H40203-04-01,312.0,312000.0
H40204-04-01,572.0,561600.0
H40205-04-01,1534.0,821600.0
H40206-04-01,1716.0,951600.0
H40207-04-01,3224.0,2246400.0
H40208-04-01,2080.0,670800.0
H40209-04-01,2444.0,3120000.0
H40210-04-01,2132.0,826800.0
H40301-04-01,624.0,291200.0
H40302-04-01,260.0,156000.0
H40303-04-01,2184.0,1456000.0
H40304-04-01,936.0,551200.0
H40305-04-01,364.0,270400.0
H40306-04-01,1768.0,1190800.0
H40307-04-01,2808.0,1939600.0
H40308-04-01,,
H40309-04-01,312.0,228800.0
H40310-04-01,1300.0,1019200.0
H40401-04-01,364.0,416000.0
H40402-04-01,416.0,176800.0
H40403-04-01,832.0,416000.0
H40404-04-01,3068.0,2340000.0
H40405-04-01,2964.0,1206400.0
H40406-04-01,416.0,442000.0
H40407-04-01,1144.0,447200.0
H40408-04-01,,
H40409-04-01,1248.0,1071200.0
H40410-04-01,260.0,67600.0
H40501-04-01,936.0,280800.0
H40502-04-01,52.0,26000.0
H40503-04-01,676.0,904800.0
H40504-04-01,260.0,135200.0
H40505-04-01,728.0,494000.0
H40506-04-01,,
H40507-04-01,260.0,119600.0
H40508-04-01,416.0,124800.0
H40509-04-01,2652.0,2028000.0
H40510-04-01,676.0,858000.0
H40601-04-01,1144.0,1092000.0
H40602-04-01,,
H40603-04-01,,
H40605-04-01,,
H40607-04-01,,
H40608-04-01,,
H40609-04-01,,
H40610-04-01,,
H40701-04-01,572.0,322400.0
H40702-04-01,364.0,182000.0
H40703-04-01,676.0,566800.0
H40704-04-01,1196.0,1596400.0
H40705-04-01,364.0,176800.0
H40707-04-01,468.0,608400.0
H40708-04-01,780.0,1892800.0
H40709-04-01,988.0,2366000.0
H40710-04-01,780.0,1835600.0
H40801-04-01,1196.0,1383200.0
H40802-04-01,728.0,650000.0
H40803-04-01,156.0,156000.0
H40804-04-01,2028.0,1372800.0
H40805-04-01,1508.0,2964000.0
H40806-04-01,624.0,889200.0
H40807-04-01,78.0,130000.0
H40808-04-01,377.0,813800.0
H40809-04-01,624.0,1502800.0
H40810-04-01,416.0,644800.0
H40901-04-01,416.0,260000.0
H40902-04-01,1664.0,2376400.0
H40903-04-01,156.0,468000.0
H40904-04-01,832.0,2043600.0
H40905-04-01,416.0,561600.0
H40906-04-01,988.0,1898000.0
H40908-04-01,2080.0,2523040.0
H40909-04-01,286.0,312000.0
H40910-04-01,572.0,639600.0
H41001-04-01,6292.0,2246400.0
H41002-04-01,468.0,520000.0
H41003-04-01,1092.0,962000.0
H41004-04-01,416.0,384800.0
H41005-04-01,260.0,176800.0
H41006-04-01,572.0,1846000.0
H41007-04-01,624.0,712400.0
H41008-04-01,832.0,878800.0
H41009-04-01,2756.0,1102400.0
H41010-04-01,1976.0,296400.0
H41101-04-01,,
H41102-04-01,,
H41103-04-01,104.0,140400.0
H41104-04-01,,
H41106-04-01,208.0,572000.0
H41107-04-01,52.0,62400.0
H41108-04-01,416.0,780000.0
H41109-04-01,,
H41110-04-01,,
H41201-04-01,,
H41202-04-01,,
H41203-04-01,,
H41204-04-01,390.0,390000.0
H41205-04-01,,
H41206-04-01,52.0,78000.0
H41207-04-01,468.0,468000.0
H41208-04-01,806.0,618800.0
H41209-04-01,780.0,468000.0
H41210-04-01,1456.0,525200.0
H41301-04-01,624.0,873600.0
H41302-04-01,494.0,1586000.0
H41303-04-01,832.0,1170000.0
H41304-04-01,728.0,754000.0
H41305-04-01,2288.0,884000.0
H41306-04-01,780.0,863200.0
H41307-04-01,520.0,1040000.0
H41308-04-01,988.0,1144000.0
H41309-04-01,936.0,1466400.0
H41310-04-01,468.0,2054000.0
H41401-04-01,156.0,468000.0
H41402-04-01,364.0,364000.0
H41403-04-01,52.0,1040000.0
H41404-04-01,52.0,156000.0
H41405-04-01,,
H41406-04-01,156.0,1560000.0
H41407-04-01,624.0,624000.0
H41408-04-01,884.0,2152800.0
H41409-04-01,312.0,1248000.0
H41410-04-01,364.0,1820000.0
H41501-04-01,52.0,104000.0
H41502-04-01,780.0,546000.0
H41503-04-01,156.0,832000.0
H41504-04-01,1404.0,2132000.0
H41505-04-01,728.0,1622400.0
H41508-04-01,520.0,1778400.0
H41509-04-01,1404.0,2132000.0
H41510-04-01,832.0,1664000.0
H41601-04-01,,
H41602-04-01,,
H41603-04-01,936.0,951600.0
H41604-04-01,,
H41605-04-01,,
H41606-04-01,,
H41607-04-01,,
H41609-04-01,,
H41610-04-01,,
H41701-04-01,260.0,52000.0
H41702-04-01,260.0,1040000.0
H41703-04-01,208.0,104000.0
H41704-04-01,1508.0,1346800.0
H41705-04-01,520.0,686400.0
H41706-04-01,1352.0,1900600.0
H41707-04-01,2288.0,1965600.0
H41708-04-01,1872.0,1534000.0
H41709-04-01,104.0,10400.0
H41710-04-01,1872.0,2116400.0
H41801-04-01,1092.0,998400.0
H41802-04-01,728.0,1835600.0
H41803-04-01,2548.0,1742000.0
H41804-04-01,2158.0,2250300.0
H41805-04-01,1092.0,1159600.0
H41806-04-01,884.0,2964000.0
H41807-04-01,1248.0,1456000.0
H41808-04-01,2132.0,2194400.0
H41809-04-01,1040.0,1440400.0
H41810-04-01,468.0,650000.0
H41901-04-01,1352.0,1554800.0
H41902-04-01,624.0,1164800.0
H41903-04-01,416.0,416000.0
H41904-04-01,468.0,364000.0
H41905-04-01,1742.0,1783600.0
H41906-04-01,416.0,603200.0
H41907-04-01,728.0,1856400.0
H41908-04-01,650.0,514800.0
H41909-04-01,364.0,72800.0
H41910-04-01,780.0,2080000.0
H42001-04-01,1248.0,4134000.0
H42002-04-01,,
H42003-04-01,988.0,1118000.0
H42004-04-01,1092.0,1320800.0
H42006-04-01,624.0,1196000.0
H42007-04-01,910.0,1794000.0
H42008-04-01,52.0,260000.0
H42009-04-01,858.0,1079000.0
H42010-04-01,728.0,468000.0
H42101-04-01,546.0,395200.0
H42102-04-01,2132.0,1404000.0
H42103-04-01,416.0,624000.0
H42104-04-01,780.0,1034800.0
H42105-04-01,1690.0,1768000.0
H42106-04-01,2080.0,780000.0
H42107-04-01,442.0,384800.0
H42108-04-01,468.0,1066000.0
H42109-04-01,1196.0,1887600.0
H42110-04-01,1638.0,540800.0
H42201-04-02,780.0,1092000.0
H42202-04-01,546.0,910000.0
H42203-04-01,1820.0,1690000.0
H42204-04-01,624.0,540800.0
H42205-04-01,702.0,351000.0
H42206-04-01,,
H42207-04-01,702.0,1976000.0
H42208-04-01,260.0,374400.0
H42210-04-01,1248.0,1305200.0
H42301-04-01,2444.0,1887600.0
H42302-04-01,3094.0,845000.0
H42303-04-01,468.0,702000.0
H42304-04-01,2574.0,2264600.0
H42305-04-01,364.0,457600.0
H42306-04-01,,
H42307-04-01,1976.0,2189200.0
H42308-04-01,1456.0,1393600.0
H42309-04-01,832.0,613600.0
H42310-04-01,2340.0,3598400.0
H42401-04-01,,
H42402-04-02,,
H42403-04-01,52.0,52000.0
H42404-04-02,,
H42405-04-01,78.0,59800.0
H42406-04-01,1092.0,2054000.0
H42407-04-01,,
H42408-04-01,910.0,2012400.0
H42410-04-01,468.0,1248000.0
H42501-04-01,676.0,1050400.0
H42502-04-01,520.0,686400.0
H42503-04-01,4836.0,1846000.0
H42504-04-01,2288.0,3182400.0
H42505-04-01,936.0,1159600.0
H42506-04-01,520.0,587600.0
H42507-04-01,936.0,878800.0
H42508-04-01,416.0,1102400.0
H42509-04-01,468.0,738400.0
H42510-04-01,1508.0,2641600.0
H42601-04-01,,
H42602-04-01,572.0,1014000.0
H42603-04-01,728.0,2964000.0
H42604-04-01,936.0,1950000.0
H42605-04-01,2808.0,4674800.0
H42607-04-01,676.0,1040000.0
H42608-04-01,1196.0,2043600.0
H42609-04-01,1872.0,1435200.0
H42610-04-01,988.0,3244800.0
H42701-04-01,676.0,1809600.0
H42702-04-01,312.0,468000.0
H42703-04-01,780.0,1638000.0
H42704-04-01,1248.0,1612000.0
H42705-04-01,780.0,988000.0
H42706-04-01,728.0,1092000.0
H42707-04-01,988.0,3068000.0
H42708-04-01,884.0,1014000.0
H42709-04-01,936.0,1903200.0
H42710-04-01,676.0,1258400.0
H42801-04-01,858.0,1903200.0
H42802-04-01,260.0,728000.0
H42803-04-01,234.0,436800.0
H42804-04-01,364.0,364000.0
H42805-04-01,572.0,374400.0
H42806-04-01,546.0,395200.0
H42807-04-01,1092.0,1092000.0
H42808-04-01,806.0,1518400.0
H42809-04-01,1612.0,2839200.0
H42810-04-01,1352.0,1721200.0
H42901-04-01,728.0,592800.0
H42902-04-01,2184.0,1991600.0
H42903-04-01,364.0,676000.0
H42904-04-01,468.0,520000.0
H42905-04-01,260.0,286000.0
H42906-04-01,2132.0,3016000.0
H42907-04-01,1404.0,3010800.0
H42908-04-01,988.0,2808000.0
H42909-04-01,676.0,1539200.0
H42910-04-01,884.0,2017600.0
H43001-04-01,130.0,374400.0
H43002-04-01,572.0,421200.0
H43003-04-01,520.0,988000.0
H43004-04-01,728.0,728000.0
H43005-04-01,3224.0,1424800.0
H43006-04-01,5824.0,3827200.0
H43007-04-01,260.0,353600.0
H43008-04-01,1248.0,447200.0
H43009-04-01,780.0,1466400.0
H43010-04-01,1456.0,2184000.0
