hh,own_value
3203001809.0,
3203001810.0,52000.0
3203002102.0,
3203002104.0,
3203002105.0,686400.0
3203002106.0,
3203002107.0,
3203002108.0,
3203002109.0,
3203002110.0,
3203002111.0,104000.0
3203002401.0,
3203002402.0,468000.0
3203002403.0,
3203002404.0,364000.0
3203002405.0,
3203002406.0,
3203002407.0,
3203002408.0,
3203002409.0,
3203002410.0,
3203002701.0,364000.0
3203002702.0,
3203002705.0,
3203002706.0,
3203002707.0,286000.0
3203002708.0,572000.0
3203002709.0,1664000.0
3203002710.0,156000.0
3203003003.0,
3203003004.0,
3203003005.0,52000.0
3203003006.0,546000.0
3203003007.0,104000.0
3203003010.0,
3213002101.0,15600.0
3213002102.0,416000.0
3213002104.0,
3213002105.0,312000.0
3213002107.0,
3213002108.0,156000.0
3213002109.0,208000.0
3213002110.0,
3213002302.0,
3213002304.0,
3213002305.0,
3213002308.0,
3213002309.0,
3213002801.0,1300000.0
3213002802.0,
3213002805.0,
3213002806.0,
3213002807.0,109200.0
3213002808.0,72800.0
3213002809.0,
3213002810.0,
3213003001.0,
3213003002.0,234000.0
3213003003.0,
3213003004.0,124800.0
3213003007.0,
3213003008.0,
3213003009.0,327600.0
3213003010.0,
4013000301.0,
4013000303.0,
4013000304.0,
4013000305.0,
4013000306.0,
4013000307.0,
4013000501.0,
4013000510.0,764400.0
4021000201.0,
4021000202.0,364000.0
4021000203.0,
4021000204.0,
4021000205.0,
4021000206.0,
4021000207.0,
4021000209.0,
4021000210.0,
4023000701.0,
4023000704.0,
4023000706.0,
4023000707.0,265200.0
4023000708.0,
4023000709.0,
4023001104.0,
4023001108.0,
4023001109.0,
4023001602.0,
4023001606.0,
4023001607.0,655200.0
4023001608.0,
4023002001.0,
4023002002.0,
4023002003.0,273000.0
4023002005.0,182000.0
4023002006.0,509600.0
4023002008.0,78000.0
4023002009.0,327600.0
4023002502.0,
4023002505.0,
4023002509.0,109200.0
4023002510.0,
4023003001.0,
4023003002.0,546000.0
4023003003.0,327600.0
4023003004.0,
4023003005.0,182000.0
4023003006.0,
4023003007.0,
4023003009.0,
4023003010.0,
4031000207.0,
4031000209.0,
4031000210.0,
4033000402.0,
4033000406.0,
4033000408.0,
