hh,urban,year,month,index,inflation,ctotal,ctotal_dur,ctotal_gift,cfood,cnodur,wage_total,bs_profit,other_inc,profit_ls,profit_agr,total_agrls,inctotal,inctotal_trans,w_share,worker,agr_share,farmer,bus_share,businessman,ocupation,sex,age,father_educ,father_ocup,ethnic,bednet,writeread,classeduc,illdays,region,wave,age_sq,shock,climate,prices,job,health,aggregate,idiosyn,pests,d_shock,d_climate,d_prices,d_job,d_health,d_aggregate,d_idiosyn,d_pests,familysize,region2,region3,region4,female,lnc,lnctotal_dur,lnctotal_gift,lncfood,lncnodur,lnwage_total,lnbs_profit,lnprofit_agr,lnprofit_ls,lntotal_agrls,lny,lninctotal_trans,u_c,u_y
1021000201,1,2009,11,10,0.7293437235090989,3801.1228183784574,3801.1228183784574,0.0,1388.379494783994,2412.7433235944636,591.4989563576779,89.04285364524185,2016000.0,0.0,0.0,0.0,680.5418100029198,680.5418100029198,0.8691588785046729,1.0,0.0,0.0,0.1308411214953271,0.0,worker,1.0,41.0,,,35.0,1.0,0.0,17.0,,1.0,2009-2010,1681.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,8.243051780589942,8.243051780589942,-inf,7.246262400092535,7.791309001713989,6.382780574500178,7.656070845709793,4.430649743945883,4.77054096345957,4.338130975615988,7.4964277697697455,7.4964277697697455,,
1021000202,1,2010,4,11,0.7258143156220446,1243.2881169434575,1243.2881169434575,0.0,563.5912805644134,679.696836379044,,15.977828781829903,1320000.0,0.0,0.0,0.0,15.977828781829903,15.977828781829903,,0.0,0.0,0.0,1.0,1.0,businessman,1.0,43.0,,,17.0,0.0,0.0,15.0,30.0,1.0,2009-2010,1849.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,0,0,7.125514856238849,7.125514856238849,-inf,6.3596837667177155,6.531513183592642,,7.620887446727617,4.430649743945883,4.77054096345957,4.338130975615988,7.0361759443853,7.0361759443853,-0.33653780862500415,
1021000203,1,2009,11,12,0.7293437235090989,3335.9269097806673,3362.4277590798465,0.0,1711.5308511381843,1624.3960586424832,414.04926945037454,,6000000.0,0.0,0.0,0.0,414.04926945037454,414.04926945037454,1.0,1.0,0.0,0.0,,0.0,worker,2.0,58.0,,,17.0,0.0,0.0,14.0,,1.0,2009-2010,3364.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,0,0,0,1,8.112505853700451,8.120418539390782,-inf,7.453563664883089,7.397031586403891,6.026157335597965,,4.430649743945883,4.77054096345957,4.338130975615988,7.336352532357711,7.336352532357711,,
1021000207,1,2009,11,13,0.7293437235090989,2686.656101950779,2686.656101950779,0.0,1134.1303466076695,1552.5257553431095,,-203.7385294120891,4506000.0,0.0,0.0,0.0,-203.7385294120891,-203.7385294120891,,0.0,-0.0,0.0,1.0,1.0,businessman,1.0,41.0,,,17.0,0.0,0.0,14.0,7.0,1.0,2009-2010,1681.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0,0,0,0,7.896052614548448,7.896052614548448,-inf,7.046301343872551,7.351969866708985,,7.5069519843667685,4.430649743945883,4.77054096345957,4.338130975615988,6.821450765130826,6.821450765130826,0.4237442381459928,
1021000209,1,2009,11,14,0.7293437235090989,1802.6937727273603,1802.6937727273603,0.0,829.5825864615031,973.1111862658573,,233.20747383277623,5520000.0,,,,233.20747383277623,233.20747383277623,,0.0,,0.0,1.0,1.0,businessman,1.0,59.0,,,25.0,0.0,1.0,12.0,,1.0,2009-2010,3481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,7.497037365587736,7.497037365587736,-inf,6.738217457483269,6.887399988380693,,7.722058331075024,,,,7.211011091379466,7.211011091379466,,
1021000210,1,2009,11,15,0.7293437235090989,1021.4487353875599,1021.4487353875599,0.0,661.4611985075109,359.98753688004916,709.7987476292136,,0.0,,,,709.7987476292136,709.7987476292136,1.0,1.0,,0.0,,0.0,worker,1.0,35.0,,,38.0,0.0,0.0,14.0,30.0,1.0,2009-2010,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,6.92897722737676,6.92897722737676,-inf,6.516094613361134,5.9046172395765275,6.565082023057923,,,,,7.512536782618969,7.512536782618969,-0.4659327967990121,
1021000212,1,2010,4,16,0.7258143156220446,2234.6058739974574,2234.6058739974574,346.1862902729812,1390.9765143168386,843.6293596806189,534.9377076156651,26.62971463638317,2980000.0,0.0,0.0,0.0,561.5674222520482,561.5674222520482,0.9525796661608498,1.0,0.0,0.0,0.04742033383915023,0.0,worker,2.0,48.0,,,17.0,0.0,0.0,16.0,7.0,1.0,2009-2010,2304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,7.711820148767018,7.711820148767018,5.8469770413600095,7.248111931704874,6.745669965111221,6.282283717805183,7.626094427410013,4.430649743945883,4.77054096345957,4.338130975615988,7.428107859993515,7.428107859993515,0.41916957677896516,
1021000213,1,2010,4,17,0.7258143156220446,12825.935757467589,12825.935757467589,0.0,4971.23512832001,7854.70062914758,,719.0022951823456,2400000.0,0.0,0.0,0.0,719.0022951823456,719.0022951823456,,0.0,0.0,0.0,1.0,1.0,businessman,1.0,50.0,,,17.0,0.0,0.0,36.0,,1.0,2009-2010,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0,0,0,0,9.459224630922492,9.459224630922492,-inf,8.514330572492824,8.969725064913428,,7.916952035538686,4.430649743945883,4.77054096345957,4.338130975615988,7.517551110036858,7.517551110036858,,
1021000303,1,2009,11,18,0.7293437235090989,2098.4432509061994,2140.844609784886,869.2278570130751,846.1191164241909,1252.3241344820085,,,5450000.0,,,,,0.0,,0.0,,0.0,,0.0,nothing,1.0,23.0,,,28.0,1.0,0.0,61.0,,1.0,2009-2010,529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,7.648951039713775,7.668955707620804,6.7676052968943425,6.757619781335437,7.138123412445975,,,,,,,7.022024042828853,,
1021000310,1,2009,11,19,0.7293437235090989,3237.767763976508,3653.83109797362,1157.557097388144,1320.1663086879068,1917.601455288601,1182.9979127153558,50.35161366844033,4160000.0,0.0,0.0,0.0,1233.349526383796,1233.349526383796,0.9591749033089815,1.0,0.0,0.0,0.04082509669101848,0.0,worker,2.0,30.0,,,50.0,0.0,0.0,36.0,,1.0,2009-2010,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,8.082639409607527,8.203531511998118,7.054067112940895,7.196415787122752,7.562338719916629,7.07586742913843,7.637593935033686,4.430649743945883,4.77054096345957,4.338130975615988,7.764042432648232,7.764042432648232,,
1021000312,1,2009,11,20,0.7293437235090989,2418.414505344488,2528.9230469220647,0.0,1152.7339428156934,1265.6805625287948,,22.790730397294045,5876000.0,0.0,0.0,0.0,22.790730397294045,22.790730397294045,,0.0,0.0,0.0,1.0,1.0,businessman,2.0,30.0,,,25.0,1.0,0.0,14.0,3.0,1.0,2009-2010,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,1,7.790867441356824,7.835548817943697,-inf,7.062368297753159,7.148675764949806,,7.624220933173402,4.430649743945883,4.77054096345957,4.338130975615988,7.042149898158023,7.042149898158023,0.35697074448078236,
1021000313,1,2009,11,21,0.7293437235090989,4165.2974894477775,4324.302585242852,0.0,2836.0148886009524,1329.2826008468246,2839.1949905168544,21.200679439343297,500000.0,,,,2860.3956699561977,2860.3956699561977,0.9925882004150608,1.0,,0.0,0.007411799584939223,0.0,worker,1.0,36.0,,,57.0,0.0,0.0,51.0,,1.0,2009-2010,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,8.334542978088107,8.372006154396512,-inf,7.955245182375251,7.1974517419639215,7.951300974690659,7.623443930208758,,,,8.289401115678041,8.289401115678041,,
1021000401,1,2009,12,22,0.7273700192526662,807.7055774904225,807.7055774904225,127.54924239880339,435.2617896859166,372.44378780450586,355.8623862926615,,0.0,,,,355.8623862926615,355.8623862926615,1.0,1.0,,0.0,,0.0,worker,1.0,32.0,,,17.0,0.0,0.0,17.0,,1.0,2009-2010,1024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,6.694197607822975,6.694197607822975,4.848502504929282,6.108656371771932,5.938019152634021,5.8747446410396575,,,,,7.297711252679716,7.297711252679716,,
1021000402,1,2009,12,23,0.7273700192526662,7346.304906994414,7346.304906994414,0.0,1904.09760694347,5442.207300050944,9786.21562304819,2545.138841032789,44676000.0,0.0,0.0,0.0,12331.354464080978,12331.354464080978,0.7936042753092273,1.0,0.0,0.0,0.20639572469077275,0.0,worker,1.0,43.0,,,17.0,0.0,0.0,16.0,,1.0,2009-2010,1849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,8.901952732051647,8.901952732051647,-inf,7.559335318166671,8.603177583392522,9.188737398513457,8.427166303689376,4.430649743945883,4.77054096345957,4.338130975615988,9.506913391096608,9.506913391096608,,
1021000405,1,2009,12,24,0.7273700192526662,2227.2223543537716,2227.2223543537716,0.0,1768.6828279300737,458.5395264236982,2135.174317755969,11.05426767456296,1080000.0,0.0,0.0,0.0,2146.228585430532,2146.228585430532,0.9948494453248812,1.0,0.0,0.0,0.005150554675118859,0.0,worker,1.0,29.0,,,45.0,1.0,0.0,34.0,,1.0,2009-2010,841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,0,7.708510507066101,7.708510507066101,-inf,7.4861395865582105,6.142636838680743,7.666336996163058,7.618471460322042,4.430649743945883,4.77054096345957,4.338130975615988,8.091713715941886,8.091713715941886,,
1021000406,1,2009,12,25,0.7273700192526662,3805.431646968299,3805.431646968299,207.2675188980555,2594.989336603655,1210.442310364644,,360.32660977661953,8944000.0,0.0,0.0,0.0,360.32660977661953,360.32660977661953,,0.0,0.0,0.0,1.0,1.0,businessman,1.0,34.0,,,17.0,0.0,0.0,13.0,7.0,1.0,2009-2010,1156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,8.244184705903328,8.244184705903328,5.334010320710983,7.866899188077976,7.104293304441611,,7.776837343679349,4.430649743945883,4.77054096345957,4.338130975615988,7.30072935988174,7.30072935988174,0.8390883177355217,
1021000408,1,2009,12,26,0.7273700192526662,4369.943335618336,4369.943335618336,595.4423799317472,1734.1382414470643,2635.805094171272,,37.30815340164999,1160000.0,0.0,76.21067233328502,76.21067233328502,113.518825734935,113.518825734935,,0.0,0.6713483146067416,1.0,0.32865168539325845,0.0,farmer,2.0,60.0,,,17.0,0.0,0.0,,14.0,1.0,2009-2010,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0,1,8.38250532132784,8.38250532132784,6.389304624973244,7.46657674320794,7.879497515217166,,7.631287315030203,5.076402066211825,4.77054096345957,5.028966102236224,7.118479799381812,7.118479799381812,1.1409649902084302,
1021000412,1,2010,6,27,0.723981600683125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009-2010,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,
